Latitude_back72hr_30m[][0] Latitude_back72hr_30m[][1] Latitude_back72hr_30m[][2] Latitude_back72hr_30m[][3] Latitude_back72hr_30m[][4] Latitude_back72hr_30m[][5] Latitude_back72hr_30m[][6] Latitude_back72hr_30m[][7] Latitude_back72hr_30m[][8] Latitude_back72hr_30m[][9] Latitude_back72hr_30m[][10] Latitude_back72hr_30m[][11] Latitude_back72hr_30m[][12] Latitude_back72hr_30m[][13] Latitude_back72hr_30m[][14] Latitude_back72hr_30m[][15] Latitude_back72hr_30m[][16] Latitude_back72hr_30m[][17] Latitude_back72hr_30m[][18] Latitude_back72hr_30m[][19] Latitude_back72hr_30m[][20] Latitude_back72hr_30m[][21] Latitude_back72hr_30m[][22] Latitude_back72hr_30m[][23] Latitude_back72hr_30m[][24] Latitude_back72hr_30m[][25] Latitude_back72hr_30m[][26] Latitude_back72hr_30m[][27] Latitude_back72hr_30m[][28] Latitude_back72hr_30m[][29] Latitude_back72hr_30m[][30] Latitude_back72hr_30m[][31] Latitude_back72hr_30m[][32] Latitude_back72hr_30m[][33] Latitude_back72hr_30m[][34] Latitude_back72hr_30m[][35] Latitude_back72hr_30m[][36] Latitude_back72hr_30m[][37] Latitude_back72hr_30m[][38] Latitude_back72hr_30m[][39] Latitude_back72hr_30m[][40] Latitude_back72hr_30m[][41] Latitude_back72hr_30m[][42] Latitude_back72hr_30m[][43] Latitude_back72hr_30m[][44] Latitude_back72hr_30m[][45] Latitude_back72hr_30m[][46] Latitude_back72hr_30m[][47] Latitude_back72hr_30m[][48] Latitude_back72hr_30m[][49] Latitude_back72hr_30m[][50] Latitude_back72hr_30m[][51] Latitude_back72hr_30m[][52] Latitude_back72hr_30m[][53] Latitude_back72hr_30m[][54] Latitude_back72hr_30m[][55] Latitude_back72hr_30m[][56] Latitude_back72hr_30m[][57] Latitude_back72hr_30m[][58] Latitude_back72hr_30m[][59] Latitude_back72hr_30m[][60] Latitude_back72hr_30m[][61] Latitude_back72hr_30m[][62] Latitude_back72hr_30m[][63] Latitude_back72hr_30m[][64] Latitude_back72hr_30m[][65] Latitude_back72hr_30m[][66] Latitude_back72hr_30m[][67] Latitude_back72hr_30m[][68] Latitude_back72hr_30m[][69] Latitude_back72hr_30m[][70] Latitude_back72hr_30m[][71] Latitude_back72hr_30m[][72]
40.8 40.882 40.949 41 41.035 41.056 41.061 41.049 41.03 41.016 41.009 41.012 41.028 41.057 41.093 41.128 41.16 41.187 41.21 41.229 41.252 41.288 41.335 41.394 41.466 41.551 41.645 41.741 41.838 41.933 42.023 42.106 42.172 42.228 42.287 42.352 42.431 42.53 42.625 42.691 42.735 42.766 42.795 42.831 42.879 42.925 42.953 42.962 42.954 42.937 42.927 42.935 42.957 42.991 43.034 43.085 43.137 43.185 43.232 43.279 43.323 43.364 43.403 43.442 43.483 43.528 43.582 43.653 43.754 43.887 44.037 44.199 44.372
40.8 40.887 40.963 41.025 41.072 41.105 41.124 41.128 41.114 41.093 41.081 41.081 41.095 41.123 41.164 41.209 41.25 41.288 41.322 41.355 41.386 41.423 41.472 41.532 41.604 41.69 41.791 41.901 42.015 42.13 42.242 42.348 42.444 42.519 42.59 42.665 42.743 42.83 42.931 43.022 43.081 43.117 43.136 43.148 43.161 43.182 43.206 43.221 43.22 43.202 43.174 43.154 43.154 43.168 43.193 43.227 43.267 43.308 43.352 43.4 43.456 43.517 43.583 43.65 43.716 43.782 43.852 43.928 44.018 44.137 44.302 44.482 44.674
40.8 40.891 40.972 41.043 41.101 41.145 41.177 41.196 41.199 41.183 41.163 41.158 41.168 41.191 41.226 41.272 41.321 41.368 41.411 41.454 41.496 41.539 41.588 41.648 41.72 41.805 41.904 42.02 42.148 42.279 42.411 42.539 42.658 42.76 42.839 42.911 42.981 43.047 43.114 43.186 43.253 43.296 43.313 43.31 43.293 43.269 43.25 43.24 43.228 43.208 43.179 43.143 43.116 43.109 43.118 43.137 43.163 43.194 43.226 43.261 43.308 43.369 43.444 43.532 43.625 43.722 43.822 43.925 44.037 44.166 44.327 44.53 44.744
40.8 40.896 40.981 41.057 41.124 41.179 41.223 41.255 41.274 41.278 41.264 41.25 41.252 41.268 41.297 41.336 41.385 41.438 41.489 41.539 41.589 41.64 41.692 41.75 41.82 41.902 41.998 42.11 42.24 42.384 42.53 42.672 42.802 42.92 43.023 43.104 43.171 43.23 43.28 43.322 43.36 43.39 43.404 43.398 43.368 43.317 43.248 43.183 43.132 43.089 43.05 43.013 42.975 42.947 42.937 42.94 42.951 42.967 42.985 43.005 43.031 43.064 43.113 43.179 43.262 43.357 43.46 43.576 43.705 43.849 44.017 44.221 44.455
40.8 40.9 40.991 41.072 41.143 41.207 41.263 41.307 41.341 41.363 41.37 41.361 41.354 41.361 41.382 41.414 41.457 41.509 41.566 41.621 41.676 41.732 41.789 41.848 41.913 41.991 42.082 42.187 42.31 42.452 42.604 42.752 42.891 43.018 43.134 43.236 43.317 43.379 43.428 43.463 43.484 43.493 43.491 43.48 43.454 43.409 43.341 43.245 43.143 43.059 42.992 42.938 42.892 42.85 42.819 42.802 42.795 42.795 42.797 42.8 42.807 42.821 42.841 42.875 42.926 42.993 43.073 43.166 43.274 43.398 43.542 43.718 43.933
40.8 40.905 41 41.087 41.163 41.232 41.296 41.352 41.399 41.436 41.46 41.47 41.467 41.464 41.476 41.501 41.537 41.583 41.639 41.699 41.758 41.817 41.878 41.94 42.004 42.074 42.156 42.253 42.366 42.496 42.642 42.792 42.935 43.07 43.193 43.305 43.404 43.481 43.539 43.58 43.604 43.61 43.597 43.573 43.543 43.503 43.451 43.383 43.294 43.201 43.119 43.048 42.986 42.932 42.884 42.848 42.826 42.815 42.81 42.805 42.803 42.806 42.812 42.824 42.848 42.887 42.941 43.01 43.095 43.196 43.316 43.46 43.632
40.8 40.901 40.999 41.087 41.166 41.237 41.302 41.363 41.417 41.46 41.492 41.511 41.514 41.5 41.489 41.493 41.513 41.545 41.589 41.643 41.701 41.757 41.813 41.867 41.922 41.978 42.041 42.116 42.207 42.313 42.436 42.575 42.721 42.86 42.99 43.11 43.217 43.311 43.384 43.44 43.485 43.517 43.535 43.538 43.531 43.514 43.485 43.438 43.37 43.275 43.171 43.083 43.013 42.955 42.906 42.863 42.831 42.813 42.806 42.805 42.806 42.808 42.815 42.828 42.846 42.878 42.925 42.988 43.065 43.157 43.263 43.385 43.53
40.8 40.895 40.994 41.088 41.172 41.249 41.319 41.384 41.447 41.504 41.549 41.582 41.602 41.605 41.594 41.586 41.594 41.616 41.651 41.697 41.753 41.814 41.873 41.932 41.99 42.049 42.107 42.173 42.252 42.347 42.458 42.584 42.724 42.866 43.002 43.128 43.244 43.347 43.437 43.508 43.561 43.602 43.629 43.64 43.634 43.616 43.591 43.555 43.505 43.437 43.347 43.25 43.164 43.09 43.028 42.974 42.927 42.892 42.87 42.86 42.857 42.855 42.855 42.859 42.868 42.882 42.909 42.951 43.009 43.082 43.169 43.273 43.394
40.8 40.888 40.982 41.078 41.17 41.253 41.329 41.399 41.468 41.533 41.592 41.639 41.673 41.692 41.696 41.688 41.683 41.693 41.717 41.754 41.803 41.862 41.925 41.987 42.049 42.111 42.173 42.236 42.307 42.393 42.493 42.609 42.738 42.877 43.019 43.153 43.277 43.389 43.49 43.578 43.646 43.697 43.736 43.759 43.764 43.751 43.725 43.693 43.652 43.6 43.534 43.45 43.361 43.282 43.212 43.15 43.093 43.043 43.004 42.979 42.966 42.96 42.955 42.952 42.954 42.96 42.971 42.994 43.032 43.085 43.154 43.24 43.343
40.8 40.882 40.971 41.063 41.158 41.248 41.33 41.408 41.482 41.552 41.62 41.68 41.728 41.762 41.781 41.786 41.781 41.779 41.791 41.818 41.857 41.908 41.969 42.034 42.099 42.164 42.229 42.295 42.363 42.44 42.532 42.638 42.756 42.887 43.027 43.169 43.301 43.424 43.535 43.634 43.72 43.788 43.838 43.873 43.892 43.892 43.871 43.837 43.798 43.754 43.701 43.638 43.559 43.478 43.405 43.34 43.28 43.225 43.174 43.133 43.106 43.09 43.082 43.075 43.069 43.069 43.073 43.082 43.101 43.135 43.185 43.251 43.335
40.8 40.875 40.958 41.046 41.137 41.231 41.321 41.405 41.486 41.562 41.636 41.705 41.766 41.814 41.847 41.866 41.873 41.87 41.87 41.884 41.913 41.954 42.007 42.07 42.137 42.205 42.272 42.341 42.411 42.484 42.565 42.662 42.771 42.892 43.025 43.167 43.309 43.442 43.564 43.675 43.774 43.859 43.927 43.976 44.008 44.021 44.014 43.984 43.94 43.894 43.846 43.793 43.732 43.662 43.589 43.525 43.466 43.411 43.36 43.311 43.27 43.241 43.221 43.208 43.197 43.186 43.18 43.178 43.181 43.193 43.22 43.263 43.324
40.8 40.869 40.944 41.026 41.114 41.206 41.299 41.391 41.478 41.562 41.642 41.717 41.786 41.848 41.895 41.927 41.946 41.954 41.954 41.956 41.973 42.003 42.046 42.102 42.166 42.235 42.305 42.375 42.447 42.521 42.597 42.683 42.782 42.895 43.019 43.154 43.299 43.442 43.576 43.699 43.81 43.909 43.996 44.064 44.112 44.14 44.146 44.13 44.088 44.033 43.979 43.927 43.876 43.824 43.769 43.715 43.667 43.621 43.578 43.537 43.495 43.457 43.426 43.401 43.379 43.358 43.337 43.318 43.304 43.294 43.29 43.298 43.319
40.8 40.868 40.953 41.044 41.128 41.216 41.308 41.404 41.5 41.592 41.68 41.762 41.839 41.908 41.968 42.012 42.043 42.064 42.074 42.077 42.083 42.103 42.136 42.182 42.24 42.307 42.379 42.452 42.526 42.602 42.68 42.762 42.853 42.957 43.075 43.204 43.343 43.491 43.638 43.774 43.899 44.013 44.114 44.202 44.27 44.316 44.34 44.342 44.321 44.275 44.216 44.159 44.108 44.065 44.028 43.996 43.967 43.94 43.913 43.887 43.859 43.829 43.798 43.77 43.744 43.718 43.689 43.66 43.633 43.607 43.583 43.561 43.545
40.8 40.853 40.929 41.018 41.104 41.188 41.277 41.371 41.471 41.571 41.667 41.758 41.842 41.919 41.987 42.045 42.088 42.12 42.142 42.155 42.162 42.171 42.193 42.229 42.277 42.338 42.407 42.482 42.557 42.633 42.712 42.794 42.879 42.974 43.083 43.204 43.336 43.479 43.63 43.779 43.918 44.045 44.16 44.262 44.348 44.414 44.457 44.478 44.478 44.454 44.405 44.343 44.284 44.233 44.192 44.161 44.141 44.126 44.113 44.099 44.085 44.068 44.05 44.029 44.008 43.985 43.958 43.93 43.899 43.867 43.834 43.801 43.768
40.8 40.838 40.9 40.981 41.071 41.155 41.245 41.339 41.438 41.543 41.648 41.748 41.842 41.927 42.002 42.063 42.119 42.162 42.195 42.22 42.237 42.249 42.263 42.289 42.329 42.38 42.443 42.515 42.592 42.67 42.749 42.832 42.917 43.007 43.107 43.219 43.344 43.481 43.627 43.781 43.933 44.075 44.204 44.318 44.416 44.498 44.56 44.6 44.617 44.611 44.582 44.528 44.462 44.402 44.354 44.318 44.296 44.286 44.282 44.277 44.273 44.267 44.262 44.256 44.247 44.232 44.213 44.187 44.158 44.123 44.084 44.04 43.991
40.8 40.823 40.871 40.94 41.025 41.118 41.208 41.303 41.401 41.506 41.617 41.727 41.831 41.925 42.007 42.074 42.133 42.188 42.232 42.267 42.295 42.317 42.334 42.354 42.386 42.429 42.484 42.549 42.624 42.703 42.784 42.868 42.954 43.044 43.139 43.243 43.36 43.489 43.629 43.779 43.936 44.091 44.233 44.361 44.472 44.567 44.644 44.701 44.736 44.747 44.735 44.699 44.639 44.57 44.514 44.473 44.444 44.424 44.414 44.41 44.407 44.404 44.403 44.402 44.402 44.399 44.39 44.374 44.353 44.324 44.29 44.249 44.199
40.8 40.808 40.843 40.9 40.975 41.065 41.161 41.257 41.356 41.461 41.571 41.687 41.801 41.903 41.993 42.069 42.131 42.181 42.219 42.246 42.262 42.269 42.268 42.26 42.252 42.253 42.269 42.302 42.347 42.403 42.464 42.525 42.586 42.65 42.716 42.786 42.865 42.956 43.058 43.169 43.287 43.412 43.537 43.653 43.759 43.854 43.939 44.011 44.066 44.096 44.102 44.084 44.041 43.971 43.89 43.821 43.763 43.718 43.687 43.67 43.659 43.647 43.633 43.617 43.598 43.577 43.549 43.514 43.47 43.419 43.361 43.295 43.225
40.8 40.793 40.814 40.86 40.926 41.008 41.103 41.206 41.307 41.412 41.524 41.64 41.758 41.869 41.967 42.052 42.125 42.184 42.232 42.269 42.294 42.311 42.319 42.319 42.313 42.308 42.31 42.326 42.358 42.401 42.453 42.509 42.562 42.616 42.67 42.726 42.784 42.85 42.929 43.02 43.122 43.234 43.354 43.474 43.586 43.689 43.782 43.864 43.935 43.988 44.017 44.022 44.002 43.954 43.877 43.789 43.712 43.647 43.596 43.558 43.535 43.518 43.5 43.479 43.456 43.43 43.401 43.366 43.323 43.272 43.213 43.146 43.072
40.8 40.788 40.788 40.811 40.857 40.923 41.008 41.107 41.214 41.319 41.43 41.546 41.664 41.783 41.894 41.992 42.076 42.148 42.207 42.255 42.291 42.317 42.334 42.343 42.346 42.341 42.337 42.341 42.357 42.388 42.429 42.478 42.529 42.581 42.637 42.695 42.755 42.817 42.887 42.969 43.063 43.169 43.283 43.406 43.529 43.644 43.749 43.845 43.93 44.004 44.06 44.09 44.093 44.069 44.015 43.929 43.832 43.746 43.673 43.614 43.57 43.541 43.52 43.497 43.473 43.447 43.418 43.387 43.351 43.308 43.258 43.201 43.136
40.8 40.801 40.797 40.806 40.838 40.89 40.964 41.055 41.158 41.266 41.376 41.491 41.608 41.726 41.843 41.953 42.048 42.131 42.201 42.258 42.304 42.338 42.364 42.382 42.391 42.395 42.391 42.388 42.393 42.41 42.438 42.475 42.518 42.564 42.61 42.657 42.706 42.755 42.805 42.861 42.926 43.001 43.085 43.179 43.281 43.383 43.48 43.569 43.65 43.722 43.786 43.834 43.861 43.867 43.851 43.811 43.746 43.671 43.606 43.55 43.505 43.47 43.446 43.428 43.407 43.383 43.356 43.326 43.292 43.253 43.206 43.151 43.088
40.8 40.814 40.82 40.824 40.839 40.877 40.936 41.015 41.109 41.215 41.323 41.436 41.553 41.67 41.787 41.903 42.01 42.104 42.184 42.252 42.308 42.352 42.385 42.41 42.427 42.437 42.441 42.438 42.436 42.443 42.46 42.485 42.518 42.556 42.598 42.639 42.682 42.726 42.773 42.821 42.873 42.933 43 43.077 43.162 43.254 43.347 43.436 43.519 43.593 43.661 43.721 43.768 43.795 43.802 43.789 43.755 43.695 43.624 43.561 43.506 43.462 43.427 43.404 43.386 43.365 43.341 43.314 43.283 43.248 43.206 43.158 43.101
40.8 40.826 40.843 40.855 40.864 40.884 40.926 40.99 41.073 41.17 41.276 41.385 41.499 41.615 41.732 41.847 41.961 42.066 42.158 42.236 42.302 42.356 42.398 42.43 42.455 42.471 42.481 42.485 42.484 42.487 42.502 42.526 42.559 42.6 42.648 42.7 42.752 42.805 42.86 42.916 42.975 43.039 43.113 43.197 43.291 43.394 43.503 43.611 43.712 43.805 43.889 43.964 44.03 44.082 44.109 44.112 44.087 44.034 43.953 43.863 43.783 43.714 43.657 43.613 43.583 43.559 43.534 43.507 43.479 43.448 43.415 43.378 43.337
40.8 40.839 40.866 40.886 40.901 40.913 40.936 40.98 41.048 41.133 41.231 41.337 41.446 41.56 41.675 41.79 41.904 42.015 42.118 42.208 42.284 42.348 42.4 42.441 42.472 42.495 42.511 42.522 42.53 42.534 42.543 42.561 42.588 42.625 42.67 42.723 42.781 42.838 42.896 42.956 43.019 43.083 43.155 43.236 43.328 43.43 43.54 43.656 43.77 43.875 43.971 44.058 44.135 44.202 44.252 44.278 44.279 44.256 44.213 44.147 44.073 44.006 43.948 43.901 43.865 43.842 43.824 43.805 43.785 43.763 43.74 43.715 43.687
40.8 40.851 40.889 40.917 40.939 40.956 40.969 40.992 41.039 41.107 41.193 41.29 41.395 41.504 41.616 41.73 41.843 41.955 42.064 42.165 42.252 42.327 42.389 42.439 42.478 42.508 42.53 42.548 42.564 42.575 42.583 42.593 42.614 42.644 42.683 42.732 42.79 42.851 42.914 42.977 43.042 43.11 43.181 43.259 43.348 43.446 43.555 43.671 43.792 43.911 44.02 44.119 44.207 44.283 44.347 44.395 44.419 44.42 44.401 44.363 44.302 44.232 44.169 44.115 44.071 44.038 44.017 44.002 43.987 43.97 43.954 43.936 43.918
40.8 40.867 40.932 40.989 41.039 41.085 41.131 41.184 41.258 41.363 41.496 41.643 41.787 41.924 42.054 42.18 42.305 42.431 42.561 42.69 42.815 42.938 43.062 43.189 43.322 43.465 43.615 43.772 43.934 44.1 44.266 44.432 44.593 44.749 44.895 45.028 45.146 45.251 45.344 45.427 45.498 45.553 45.59 45.61 45.613 45.601 45.575 45.534 45.478 45.406 45.325 45.25 45.181 45.119 45.067 45.025 44.991 44.963 44.941 44.926 44.918 44.918 44.923 44.93 44.94 44.954 44.97 44.991 45.015 45.04 45.066 45.093 45.119
40.8 40.875 40.948 41.017 41.077 41.132 41.184 41.238 41.297 41.372 41.473 41.603 41.746 41.884 42.015 42.143 42.268 42.393 42.521 42.651 42.778 42.903 43.026 43.152 43.282 43.42 43.569 43.727 43.891 44.061 44.233 44.405 44.575 44.739 44.896 45.041 45.172 45.29 45.396 45.493 45.579 45.652 45.709 45.75 45.775 45.787 45.787 45.777 45.756 45.723 45.677 45.627 45.583 45.545 45.515 45.494 45.482 45.478 45.482 45.494 45.515 45.544 45.583 45.629 45.681 45.74 45.804 45.877 45.957 46.042 46.129 46.218 46.308
40.8 40.882 40.96 41.037 41.107 41.17 41.228 41.284 41.342 41.402 41.478 41.576 41.701 41.837 41.969 42.096 42.221 42.345 42.47 42.599 42.728 42.854 42.978 43.102 43.23 43.363 43.505 43.659 43.823 43.993 44.168 44.345 44.521 44.694 44.861 45.018 45.162 45.293 45.412 45.521 45.621 45.711 45.788 45.848 45.894 45.926 45.947 45.959 45.964 45.96 45.948 45.926 45.903 45.886 45.878 45.879 45.887 45.905 45.93 45.963 46.004 46.054 46.113 46.181 46.258 46.343 46.437 46.539 46.649 46.768 46.892 47.014 47.134
40.8 40.889 40.973 41.053 41.13 41.201 41.267 41.329 41.391 41.455 41.523 41.605 41.713 41.84 41.968 42.093 42.215 42.338 42.461 42.587 42.717 42.845 42.97 43.094 43.22 43.351 43.49 43.639 43.802 43.977 44.158 44.342 44.527 44.71 44.888 45.058 45.216 45.36 45.492 45.615 45.73 45.837 45.934 46.017 46.086 46.142 46.188 46.225 46.256 46.283 46.305 46.323 46.337 46.354 46.382 46.421 46.472 46.535 46.609 46.695 46.793 46.902 47.024 47.158 47.305 47.461 47.625 47.795 47.971 48.152 48.337 48.521 48.697
40.8 40.896 40.986 41.07 41.149 41.226 41.3 41.37 41.44 41.51 41.584 41.663 41.755 41.867 41.99 42.11 42.228 42.346 42.467 42.591 42.718 42.847 42.974 43.098 43.222 43.351 43.486 43.632 43.79 43.964 44.15 44.34 44.533 44.725 44.914 45.096 45.266 45.422 45.567 45.702 45.83 45.952 46.068 46.173 46.264 46.343 46.411 46.471 46.524 46.575 46.625 46.675 46.724 46.774 46.831 46.901 46.985 47.082 47.193 47.316 47.452 47.602 47.766 47.941 48.124 48.313 48.505 48.7 48.899 49.107 49.326 49.556 49.786
40.8 40.904 40.999 41.087 41.169 41.247 41.325 41.403 41.479 41.555 41.634 41.718 41.807 41.905 42.016 42.13 42.243 42.356 42.472 42.593 42.717 42.845 42.974 43.099 43.223 43.349 43.48 43.621 43.773 43.941 44.126 44.322 44.521 44.722 44.921 45.115 45.297 45.466 45.622 45.769 45.909 46.042 46.173 46.297 46.41 46.509 46.599 46.68 46.754 46.825 46.896 46.97 47.046 47.127 47.212 47.306 47.414 47.537 47.673 47.821 47.98 48.148 48.326 48.512 48.702 48.893 49.083 49.276 49.476 49.684 49.9 50.123 50.352
40.8 40.905 41.02 41.132 41.245 41.364 41.491 41.63 41.775 41.922 42.062 42.186 42.295 42.392 42.485 42.582 42.687 42.8 42.92 43.045 43.171 43.296 43.421 43.548 43.677 43.81 43.953 44.111 44.283 44.47 44.673 44.895 45.125 45.346 45.55 45.739 45.914 46.076 46.229 46.377 46.523 46.668 46.811 46.952 47.087 47.212 47.33 47.442 47.55 47.654 47.761 47.878 48.003 48.136 48.277 48.422 48.57 48.72 48.869 49.018 49.167 49.318 49.471 49.625 49.779 49.933 50.083 50.229 50.374 50.523 50.675 50.831 50.99
40.8 40.888 40.998 41.115 41.231 41.352 41.48 41.62 41.772 41.93 42.079 42.211 42.329 42.436 42.533 42.629 42.732 42.842 42.958 43.078 43.201 43.326 43.452 43.579 43.709 43.843 43.983 44.133 44.297 44.474 44.666 44.875 45.104 45.333 45.545 45.742 45.923 46.09 46.245 46.391 46.534 46.676 46.817 46.958 47.098 47.233 47.359 47.477 47.589 47.696 47.799 47.905 48.02 48.143 48.274 48.41 48.549 48.688 48.826 48.962 49.096 49.229 49.361 49.492 49.621 49.748 49.87 49.988 50.102 50.216 50.333 50.454 50.578
40.8 40.87 40.967 41.079 41.199 41.321 41.449 41.589 41.742 41.906 42.064 42.206 42.335 42.454 42.564 42.669 42.775 42.887 43.004 43.125 43.248 43.374 43.504 43.635 43.77 43.911 44.057 44.208 44.367 44.54 44.726 44.929 45.148 45.378 45.602 45.809 46.001 46.178 46.341 46.493 46.638 46.78 46.92 47.061 47.202 47.343 47.48 47.608 47.729 47.844 47.954 48.061 48.171 48.29 48.416 48.547 48.681 48.816 48.949 49.077 49.202 49.323 49.441 49.556 49.666 49.769 49.862 49.945 50.019 50.085 50.15 50.218 50.288
40.8 40.853 40.935 41.036 41.153 41.276 41.402 41.54 41.692 41.856 42.019 42.171 42.311 42.444 42.57 42.691 42.809 42.926 43.046 43.17 43.296 43.424 43.556 43.693 43.834 43.981 44.132 44.288 44.447 44.614 44.795 44.991 45.201 45.42 45.645 45.864 46.066 46.253 46.425 46.584 46.732 46.874 47.014 47.153 47.292 47.431 47.571 47.707 47.834 47.953 48.065 48.171 48.273 48.377 48.487 48.603 48.722 48.842 48.961 49.076 49.184 49.288 49.388 49.484 49.576 49.659 49.728 49.785 49.83 49.862 49.883 49.903 49.927
40.8 40.835 40.902 40.993 41.101 41.22 41.345 41.479 41.628 41.79 41.954 42.113 42.265 42.411 42.551 42.689 42.823 42.951 43.077 43.205 43.335 43.467 43.601 43.74 43.885 44.035 44.191 44.349 44.511 44.676 44.85 45.037 45.238 45.448 45.664 45.885 46.099 46.297 46.479 46.646 46.801 46.945 47.084 47.221 47.358 47.495 47.633 47.771 47.906 48.032 48.15 48.262 48.37 48.474 48.579 48.69 48.805 48.922 49.04 49.156 49.268 49.376 49.482 49.586 49.686 49.783 49.869 49.943 50.003 50.051 50.088 50.119 50.151
40.8 40.817 40.869 40.948 41.048 41.161 41.281 41.412 41.556 41.714 41.878 42.041 42.202 42.359 42.513 42.665 42.814 42.958 43.096 43.23 43.366 43.502 43.639 43.78 43.926 44.078 44.235 44.395 44.558 44.724 44.895 45.074 45.266 45.467 45.675 45.889 46.106 46.316 46.509 46.687 46.849 46.999 47.14 47.276 47.411 47.546 47.681 47.817 47.954 48.087 48.212 48.33 48.443 48.552 48.658 48.765 48.876 48.991 49.108 49.225 49.341 49.454 49.561 49.663 49.757 49.841 49.913 49.97 50.009 50.036 50.053 50.064 50.069
40.8 40.804 40.844 40.909 40.994 41.095 41.21 41.336 41.472 41.621 41.782 41.945 42.106 42.264 42.417 42.567 42.715 42.859 42.996 43.128 43.255 43.383 43.511 43.641 43.773 43.91 44.055 44.204 44.358 44.516 44.678 44.844 45.02 45.209 45.408 45.613 45.824 46.038 46.244 46.434 46.607 46.766 46.91 47.045 47.173 47.301 47.43 47.559 47.691 47.823 47.953 48.074 48.188 48.296 48.398 48.498 48.599 48.705 48.813 48.924 49.035 49.145 49.251 49.351 49.445 49.532 49.611 49.678 49.732 49.776 49.815 49.846 49.872
40.8 40.798 40.828 40.879 40.951 41.04 41.144 41.262 41.391 41.532 41.687 41.85 42.013 42.173 42.332 42.488 42.642 42.794 42.941 43.081 43.215 43.344 43.473 43.602 43.732 43.865 44.004 44.149 44.299 44.453 44.612 44.775 44.944 45.122 45.311 45.509 45.713 45.921 46.132 46.336 46.522 46.691 46.845 46.985 47.115 47.24 47.364 47.489 47.616 47.744 47.875 48.002 48.122 48.235 48.342 48.444 48.543 48.643 48.748 48.855 48.964 49.073 49.182 49.286 49.385 49.477 49.563 49.64 49.706 49.759 49.796 49.824 49.847
40.8 40.792 40.82 40.862 40.92 40.996 41.087 41.194 41.313 41.444 41.59 41.748 41.911 42.073 42.234 42.394 42.553 42.71 42.864 43.013 43.155 43.29 43.421 43.55 43.679 43.809 43.942 44.081 44.226 44.376 44.531 44.69 44.855 45.025 45.204 45.394 45.591 45.793 46 46.209 46.409 46.592 46.758 46.908 47.044 47.17 47.29 47.41 47.532 47.656 47.783 47.911 48.037 48.155 48.267 48.373 48.475 48.574 48.673 48.776 48.882 48.99 49.097 49.205 49.308 49.405 49.497 49.582 49.658 49.723 49.775 49.811 49.84
40.8 40.786 40.812 40.854 40.904 40.966 41.043 41.136 41.242 41.363 41.497 41.645 41.804 41.966 42.128 42.289 42.45 42.611 42.77 42.926 43.076 43.22 43.356 43.487 43.617 43.745 43.875 44.008 44.147 44.292 44.442 44.597 44.757 44.922 45.094 45.274 45.464 45.66 45.862 46.068 46.275 46.473 46.654 46.816 46.962 47.095 47.217 47.333 47.45 47.569 47.691 47.815 47.941 48.066 48.184 48.295 48.401 48.502 48.6 48.7 48.802 48.907 49.013 49.12 49.226 49.329 49.426 49.517 49.601 49.677 49.742 49.793 49.835
40.8 40.78 40.804 40.846 40.897 40.952 41.014 41.092 41.184 41.291 41.411 41.547 41.697 41.855 42.017 42.178 42.338 42.5 42.662 42.823 42.98 43.131 43.276 43.413 43.545 43.674 43.803 43.932 44.065 44.204 44.348 44.498 44.654 44.814 44.981 45.155 45.337 45.527 45.725 45.928 46.134 46.34 46.538 46.717 46.877 47.022 47.153 47.273 47.387 47.503 47.62 47.741 47.864 47.99 48.113 48.231 48.343 48.449 48.552 48.652 48.752 48.855 48.96 49.066 49.173 49.28 49.384 49.481 49.573 49.659 49.736 49.803 49.857
40.8 40.774 40.796 40.839 40.892 40.947 41.003 41.065 41.141 41.231 41.337 41.457 41.593 41.742 41.9 42.06 42.22 42.38 42.542 42.705 42.867 43.024 43.176 43.322 43.46 43.592 43.721 43.849 43.978 44.111 44.25 44.394 44.544 44.7 44.861 45.029 45.204 45.387 45.576 45.77 45.967 46.166 46.364 46.551 46.72 46.869 47.001 47.118 47.223 47.322 47.422 47.526 47.634 47.748 47.867 47.984 48.096 48.202 48.302 48.397 48.489 48.581 48.676 48.773 48.87 48.968 49.065 49.158 49.243 49.323 49.396 49.461 49.518
40.8 40.757 40.714 40.679 40.656 40.65 40.67 40.715 40.783 40.871 40.976 41.096 41.229 41.375 41.536 41.705 41.875 42.043 42.208 42.37 42.532 42.69 42.843 42.99 43.13 43.263 43.391 43.517 43.644 43.771 43.901 44.037 44.179 44.324 44.472 44.624 44.78 44.941 45.112 45.294 45.485 45.683 45.885 46.091 46.289 46.47 46.634 46.782 46.917 47.041 47.16 47.279 47.399 47.522 47.647 47.775 47.899 48.015 48.122 48.222 48.316 48.405 48.496 48.592 48.692 48.793 48.894 48.994 49.089 49.178 49.26 49.335 49.401
