Latitude_back72hr_30m[][0] Latitude_back72hr_30m[][1] Latitude_back72hr_30m[][2] Latitude_back72hr_30m[][3] Latitude_back72hr_30m[][4] Latitude_back72hr_30m[][5] Latitude_back72hr_30m[][6] Latitude_back72hr_30m[][7] Latitude_back72hr_30m[][8] Latitude_back72hr_30m[][9] Latitude_back72hr_30m[][10] Latitude_back72hr_30m[][11] Latitude_back72hr_30m[][12] Latitude_back72hr_30m[][13] Latitude_back72hr_30m[][14] Latitude_back72hr_30m[][15] Latitude_back72hr_30m[][16] Latitude_back72hr_30m[][17] Latitude_back72hr_30m[][18] Latitude_back72hr_30m[][19] Latitude_back72hr_30m[][20] Latitude_back72hr_30m[][21] Latitude_back72hr_30m[][22] Latitude_back72hr_30m[][23] Latitude_back72hr_30m[][24] Latitude_back72hr_30m[][25] Latitude_back72hr_30m[][26] Latitude_back72hr_30m[][27] Latitude_back72hr_30m[][28] Latitude_back72hr_30m[][29] Latitude_back72hr_30m[][30] Latitude_back72hr_30m[][31] Latitude_back72hr_30m[][32] Latitude_back72hr_30m[][33] Latitude_back72hr_30m[][34] Latitude_back72hr_30m[][35] Latitude_back72hr_30m[][36] Latitude_back72hr_30m[][37] Latitude_back72hr_30m[][38] Latitude_back72hr_30m[][39] Latitude_back72hr_30m[][40] Latitude_back72hr_30m[][41] Latitude_back72hr_30m[][42] Latitude_back72hr_30m[][43] Latitude_back72hr_30m[][44] Latitude_back72hr_30m[][45] Latitude_back72hr_30m[][46] Latitude_back72hr_30m[][47] Latitude_back72hr_30m[][48] Latitude_back72hr_30m[][49] Latitude_back72hr_30m[][50] Latitude_back72hr_30m[][51] Latitude_back72hr_30m[][52] Latitude_back72hr_30m[][53] Latitude_back72hr_30m[][54] Latitude_back72hr_30m[][55] Latitude_back72hr_30m[][56] Latitude_back72hr_30m[][57] Latitude_back72hr_30m[][58] Latitude_back72hr_30m[][59] Latitude_back72hr_30m[][60] Latitude_back72hr_30m[][61] Latitude_back72hr_30m[][62] Latitude_back72hr_30m[][63] Latitude_back72hr_30m[][64] Latitude_back72hr_30m[][65] Latitude_back72hr_30m[][66] Latitude_back72hr_30m[][67] Latitude_back72hr_30m[][68] Latitude_back72hr_30m[][69] Latitude_back72hr_30m[][70] Latitude_back72hr_30m[][71] Latitude_back72hr_30m[][72]
40.8 40.834 40.857 40.873 40.882 40.886 40.894 40.914 40.945 40.986 41.037 41.095 41.157 41.224 41.285 41.335 41.368 41.383 41.382 41.366 41.341 41.307 41.267 41.222 41.177 41.138 41.104 41.077 41.058 41.045 41.039 41.037 41.041 41.05 41.064 41.084 41.107 41.134 41.163 41.195 41.227 41.261 41.296 41.334 41.377 41.426 41.481 41.542 41.608 41.678 41.751 41.828 41.907 41.988 42.073 42.16 42.251 42.346 42.445 42.549 42.657 42.77 42.89 43.017 43.153 43.299 43.463 43.647 43.849 44.067 44.302 44.557 44.825
40.8 40.844 40.875 40.898 40.913 40.923 40.926 40.934 40.954 40.984 41.024 41.074 41.13 41.19 41.254 41.32 41.386 41.446 41.495 41.528 41.54 41.537 41.518 41.488 41.446 41.396 41.341 41.283 41.223 41.162 41.099 41.037 40.978 40.921 40.866 40.813 40.763 40.718 40.681 40.651 40.628 40.61 40.597 40.586 40.575 40.563 40.55 40.537 40.523 40.513 40.513 40.52 40.535 40.558 40.588 40.62 40.654 40.688 40.722 40.756 40.791 40.828 40.873 40.926 40.987 41.054 41.127 41.206 41.294 41.398 41.517 41.651 41.795
40.8 40.853 40.901 40.943 40.977 41.003 41.02 41.027 41.034 41.051 41.079 41.116 41.162 41.214 41.269 41.33 41.393 41.454 41.506 41.548 41.573 41.579 41.57 41.548 41.514 41.47 41.418 41.364 41.306 41.247 41.186 41.124 41.063 41.004 40.949 40.895 40.843 40.793 40.749 40.713 40.683 40.66 40.643 40.631 40.62 40.609 40.597 40.584 40.57 40.556 40.545 40.544 40.55 40.565 40.588 40.617 40.649 40.682 40.714 40.747 40.78 40.813 40.85 40.893 40.945 41.005 41.072 41.145 41.224 41.312 41.415 41.534 41.668
40.8 40.853 40.907 40.957 41.001 41.037 41.066 41.088 41.102 41.115 41.135 41.164 41.201 41.245 41.294 41.348 41.407 41.466 41.521 41.566 41.6 41.617 41.617 41.603 41.576 41.539 41.493 41.441 41.387 41.329 41.27 41.21 41.149 41.088 41.031 40.977 40.924 40.874 40.826 40.782 40.746 40.718 40.695 40.679 40.667 40.658 40.647 40.635 40.621 40.607 40.592 40.58 40.578 40.584 40.599 40.621 40.65 40.681 40.713 40.744 40.775 40.807 40.839 40.874 40.916 40.967 41.027 41.094 41.167 41.246 41.335 41.438 41.557
40.8 40.854 40.908 40.963 41.015 41.059 41.096 41.127 41.151 41.17 41.19 41.228 41.283 41.348 41.416 41.48 41.534 41.572 41.594 41.603 41.601 41.589 41.57 41.544 41.512 41.476 41.439 41.4 41.366 41.339 41.32 41.31 41.309 41.316 41.329 41.345 41.363 41.383 41.405 41.429 41.454 41.481 41.509 41.538 41.57 41.603 41.642 41.69 41.748 41.816 41.895 41.986 42.083 42.184 42.287 42.394 42.505 42.621 42.744 42.873 43.009 43.151 43.3 43.456 43.618 43.786 43.961 44.143 44.333 44.536 44.757 44.999 45.259
40.8 40.854 40.909 40.965 41.02 41.071 41.115 41.152 41.183 41.209 41.228 41.251 41.291 41.346 41.411 41.478 41.541 41.59 41.625 41.644 41.651 41.647 41.635 41.615 41.589 41.557 41.523 41.486 41.448 41.415 41.39 41.373 41.364 41.363 41.372 41.385 41.401 41.42 41.441 41.463 41.487 41.513 41.539 41.568 41.597 41.629 41.663 41.702 41.751 41.81 41.879 41.96 42.052 42.151 42.252 42.357 42.466 42.58 42.699 42.823 42.955 43.092 43.237 43.387 43.545 43.709 43.88 44.056 44.24 44.432 44.637 44.861 45.106
40.8 40.855 40.91 40.967 41.022 41.077 41.127 41.169 41.206 41.236 41.261 41.28 41.3 41.339 41.393 41.457 41.522 41.583 41.63 41.662 41.68 41.685 41.68 41.668 41.649 41.623 41.592 41.558 41.522 41.485 41.453 41.428 41.411 41.403 41.403 41.412 41.426 41.442 41.462 41.483 41.506 41.53 41.556 41.583 41.611 41.641 41.672 41.707 41.747 41.797 41.857 41.928 42.01 42.104 42.205 42.309 42.417 42.528 42.645 42.766 42.893 43.027 43.167 43.314 43.467 43.628 43.795 43.968 44.146 44.331 44.525 44.733 44.961
40.8 40.855 40.912 40.968 41.025 41.08 41.132 41.179 41.22 41.254 41.283 41.306 41.323 41.342 41.379 41.432 41.493 41.557 41.616 41.662 41.693 41.71 41.715 41.709 41.697 41.678 41.653 41.622 41.588 41.553 41.517 41.485 41.461 41.445 41.437 41.438 41.447 41.461 41.478 41.497 41.518 41.542 41.567 41.592 41.62 41.648 41.677 41.709 41.743 41.783 41.833 41.894 41.965 42.047 42.141 42.242 42.346 42.453 42.565 42.682 42.803 42.931 43.064 43.204 43.351 43.503 43.664 43.83 44.003 44.181 44.365 44.56 44.769
40.8 40.867 40.96 41.06 41.157 41.245 41.32 41.379 41.428 41.474 41.519 41.562 41.603 41.641 41.679 41.722 41.769 41.821 41.876 41.924 41.96 41.983 41.993 41.993 41.983 41.968 41.95 41.93 41.906 41.88 41.851 41.823 41.799 41.783 41.775 41.775 41.784 41.801 41.822 41.843 41.865 41.887 41.909 41.931 41.954 41.979 42.007 42.039 42.074 42.113 42.161 42.22 42.29 42.374 42.472 42.582 42.7 42.823 42.949 43.08 43.216 43.357 43.502 43.653 43.81 43.972 44.138 44.307 44.477 44.653 44.838 45.035 45.245
40.8 40.856 40.947 41.059 41.169 41.272 41.36 41.434 41.496 41.551 41.604 41.653 41.7 41.743 41.782 41.819 41.859 41.903 41.954 42.003 42.045 42.076 42.094 42.101 42.099 42.088 42.073 42.056 42.037 42.016 41.992 41.968 41.943 41.923 41.911 41.908 41.913 41.926 41.948 41.973 41.997 42.021 42.045 42.068 42.09 42.113 42.138 42.167 42.2 42.237 42.279 42.329 42.393 42.471 42.563 42.669 42.787 42.913 43.044 43.178 43.318 43.461 43.609 43.761 43.917 44.078 44.242 44.408 44.575 44.745 44.921 45.107 45.306
40.8 40.844 40.925 41.037 41.162 41.281 41.387 41.483 41.571 41.652 41.727 41.797 41.862 41.919 41.968 42.006 42.037 42.073 42.113 42.155 42.192 42.222 42.244 42.256 42.257 42.252 42.24 42.226 42.212 42.197 42.18 42.161 42.142 42.124 42.11 42.105 42.108 42.12 42.14 42.169 42.2 42.229 42.257 42.283 42.308 42.33 42.353 42.38 42.412 42.45 42.495 42.548 42.612 42.69 42.782 42.888 43.006 43.137 43.274 43.416 43.563 43.713 43.866 44.021 44.178 44.339 44.502 44.668 44.834 44.996 45.159 45.328 45.507
40.8 40.833 40.902 41.003 41.131 41.266 41.39 41.505 41.615 41.721 41.823 41.921 42.01 42.089 42.156 42.208 42.244 42.27 42.298 42.327 42.354 42.378 42.398 42.411 42.416 42.413 42.405 42.394 42.382 42.371 42.36 42.347 42.334 42.321 42.309 42.303 42.305 42.315 42.334 42.362 42.397 42.434 42.468 42.5 42.53 42.558 42.584 42.61 42.643 42.683 42.732 42.79 42.859 42.942 43.038 43.148 43.27 43.403 43.547 43.698 43.854 44.014 44.179 44.346 44.516 44.685 44.852 45.018 45.181 45.339 45.493 45.647 45.811
40.8 40.821 40.878 40.968 41.085 41.223 41.365 41.497 41.624 41.75 41.875 41.998 42.116 42.222 42.313 42.386 42.439 42.47 42.49 42.508 42.524 42.54 42.554 42.565 42.571 42.57 42.564 42.555 42.545 42.536 42.528 42.52 42.512 42.504 42.498 42.493 42.494 42.503 42.521 42.547 42.581 42.623 42.667 42.707 42.745 42.781 42.814 42.844 42.877 42.919 42.97 43.032 43.107 43.196 43.3 43.417 43.546 43.685 43.834 43.992 44.157 44.331 44.509 44.687 44.865 45.041 45.216 45.387 45.555 45.718 45.877 46.034 46.195
40.8 40.81 40.854 40.931 41.037 41.165 41.31 41.457 41.599 41.74 41.881 42.022 42.163 42.295 42.411 42.508 42.583 42.637 42.667 42.684 42.699 42.712 42.723 42.733 42.739 42.739 42.735 42.727 42.719 42.713 42.708 42.704 42.7 42.697 42.696 42.698 42.704 42.717 42.739 42.769 42.809 42.856 42.912 42.969 43.024 43.076 43.127 43.176 43.221 43.27 43.331 43.404 43.492 43.596 43.717 43.854 44.002 44.159 44.327 44.507 44.697 44.891 45.082 45.27 45.455 45.639 45.824 46.012 46.2 46.388 46.571 46.75 46.922
40.8 40.802 40.818 40.853 40.891 40.944 41.02 41.118 41.232 41.343 41.447 41.542 41.631 41.717 41.799 41.877 41.949 42.013 42.066 42.106 42.138 42.173 42.207 42.236 42.258 42.273 42.282 42.283 42.28 42.273 42.264 42.251 42.234 42.215 42.194 42.173 42.152 42.133 42.119 42.112 42.112 42.12 42.136 42.159 42.185 42.211 42.237 42.264 42.29 42.315 42.341 42.371 42.405 42.445 42.491 42.544 42.609 42.687 42.778 42.882 42.999 43.127 43.262 43.401 43.544 43.691 43.84 43.991 44.144 44.3 44.459 44.62 44.782
40.8 40.789 40.787 40.799 40.828 40.878 40.935 41.011 41.109 41.225 41.338 41.444 41.543 41.636 41.726 41.812 41.895 41.97 42.037 42.092 42.132 42.164 42.197 42.228 42.253 42.271 42.282 42.287 42.286 42.281 42.274 42.263 42.248 42.229 42.208 42.186 42.163 42.142 42.122 42.107 42.099 42.099 42.105 42.12 42.141 42.166 42.191 42.217 42.244 42.271 42.298 42.326 42.357 42.392 42.432 42.478 42.532 42.596 42.674 42.765 42.869 42.985 43.113 43.247 43.385 43.528 43.674 43.824 43.975 44.128 44.285 44.447 44.612
40.8 40.775 40.759 40.759 40.773 40.804 40.856 40.917 40.996 41.098 41.217 41.334 41.444 41.547 41.645 41.741 41.833 41.92 41.999 42.068 42.124 42.165 42.196 42.226 42.253 42.275 42.289 42.297 42.299 42.296 42.289 42.28 42.268 42.251 42.23 42.207 42.184 42.161 42.139 42.118 42.103 42.094 42.093 42.099 42.112 42.133 42.157 42.182 42.209 42.237 42.266 42.295 42.325 42.358 42.396 42.439 42.488 42.544 42.611 42.692 42.786 42.893 43.013 43.143 43.28 43.422 43.568 43.718 43.872 44.028 44.186 44.346 44.509
40.8 40.762 40.733 40.72 40.72 40.737 40.772 40.825 40.891 40.974 41.08 41.203 41.324 41.438 41.546 41.65 41.751 41.849 41.94 42.024 42.095 42.152 42.193 42.223 42.251 42.275 42.293 42.304 42.309 42.307 42.302 42.294 42.283 42.269 42.25 42.227 42.202 42.177 42.153 42.13 42.11 42.094 42.085 42.083 42.088 42.101 42.12 42.144 42.169 42.196 42.224 42.253 42.282 42.313 42.346 42.382 42.424 42.47 42.524 42.588 42.665 42.755 42.857 42.972 43.097 43.228 43.364 43.504 43.648 43.795 43.943 44.092 44.244
40.8 40.75 40.712 40.684 40.674 40.676 40.695 40.735 40.789 40.859 40.947 41.059 41.187 41.313 41.433 41.546 41.656 41.763 41.867 41.963 42.05 42.124 42.181 42.221 42.25 42.276 42.297 42.312 42.32 42.321 42.317 42.309 42.3 42.287 42.271 42.25 42.225 42.199 42.173 42.147 42.124 42.103 42.086 42.077 42.074 42.079 42.091 42.111 42.135 42.16 42.186 42.214 42.244 42.275 42.307 42.341 42.379 42.421 42.469 42.524 42.589 42.666 42.756 42.859 42.974 43.099 43.231 43.367 43.507 43.651 43.798 43.947 44.098
40.8 40.739 40.687 40.648 40.622 40.61 40.615 40.637 40.682 40.74 40.815 40.91 41.03 41.164 41.297 41.423 41.544 41.66 41.776 41.886 41.989 42.079 42.155 42.213 42.252 42.279 42.302 42.32 42.332 42.337 42.335 42.327 42.317 42.306 42.291 42.273 42.249 42.222 42.194 42.167 42.14 42.116 42.094 42.078 42.068 42.065 42.07 42.082 42.103 42.127 42.153 42.18 42.208 42.238 42.269 42.302 42.338 42.378 42.422 42.472 42.529 42.595 42.675 42.767 42.872 42.988 43.115 43.248 43.386 43.529 43.675 43.826 43.978
40.8 40.738 40.676 40.623 40.582 40.558 40.556 40.567 40.598 40.641 40.702 40.781 40.881 41.004 41.143 41.28 41.411 41.535 41.657 41.777 41.892 41.997 42.09 42.167 42.225 42.264 42.29 42.312 42.329 42.339 42.342 42.337 42.328 42.317 42.304 42.289 42.269 42.244 42.215 42.186 42.157 42.129 42.104 42.082 42.065 42.055 42.052 42.057 42.07 42.09 42.115 42.141 42.169 42.197 42.227 42.258 42.291 42.328 42.369 42.414 42.465 42.523 42.591 42.671 42.764 42.87 42.988 43.115 43.25 43.389 43.533 43.68 43.832
40.8 40.744 40.682 40.619 40.564 40.522 40.498 40.496 40.508 40.542 40.586 40.649 40.734 40.84 40.971 41.115 41.258 41.393 41.522 41.649 41.774 41.894 42.003 42.099 42.178 42.236 42.275 42.3 42.322 42.337 42.346 42.348 42.341 42.33 42.319 42.305 42.288 42.267 42.241 42.211 42.18 42.15 42.122 42.097 42.075 42.057 42.046 42.043 42.048 42.061 42.081 42.107 42.132 42.16 42.188 42.218 42.249 42.282 42.319 42.361 42.407 42.458 42.516 42.584 42.665 42.759 42.865 42.983 43.111 43.246 43.385 43.529 43.678
40.8 40.75 40.694 40.63 40.566 40.509 40.465 40.439 40.437 40.449 40.486 40.529 40.601 40.69 40.8 40.934 41.082 41.228 41.366 41.498 41.627 41.755 41.878 41.99 42.087 42.168 42.228 42.267 42.294 42.315 42.331 42.339 42.341 42.334 42.323 42.311 42.297 42.279 42.257 42.23 42.199 42.168 42.137 42.109 42.083 42.06 42.042 42.032 42.029 42.034 42.047 42.069 42.095 42.121 42.149 42.178 42.208 42.239 42.272 42.31 42.352 42.398 42.451 42.51 42.579 42.661 42.756 42.864 42.983 43.112 43.249 43.389 43.535
40.8 40.756 40.706 40.649 40.584 40.519 40.461 40.414 40.386 40.381 40.394 40.433 40.48 40.555 40.645 40.755 40.891 41.041 41.189 41.329 41.461 41.591 41.718 41.841 41.954 42.054 42.137 42.199 42.241 42.269 42.293 42.31 42.32 42.322 42.316 42.305 42.294 42.28 42.262 42.24 42.213 42.182 42.15 42.119 42.09 42.064 42.041 42.023 42.012 42.008 42.013 42.026 42.047 42.073 42.099 42.126 42.155 42.184 42.215 42.247 42.284 42.325 42.371 42.423 42.48 42.548 42.629 42.722 42.828 42.946 43.074 43.209 43.349
40.8 40.762 40.718 40.667 40.609 40.544 40.479 40.42 40.37 40.339 40.332 40.341 40.38 40.431 40.5 40.589 40.699 40.834 40.985 41.133 41.274 41.406 41.532 41.658 41.779 41.891 41.992 42.078 42.145 42.191 42.223 42.25 42.271 42.284 42.288 42.285 42.276 42.265 42.252 42.236 42.214 42.187 42.157 42.125 42.094 42.065 42.039 42.015 41.997 41.985 41.982 41.986 41.998 42.019 42.044 42.07 42.097 42.125 42.154 42.183 42.215 42.25 42.29 42.334 42.384 42.44 42.505 42.583 42.674 42.778 42.894 43.021 43.154
40.8 40.768 40.729 40.685 40.633 40.575 40.51 40.445 40.386 40.334 40.3 40.289 40.296 40.332 40.378 40.445 40.53 40.636 40.769 40.918 41.066 41.205 41.334 41.455 41.573 41.688 41.796 41.895 41.983 42.055 42.107 42.147 42.181 42.207 42.226 42.236 42.237 42.232 42.225 42.214 42.199 42.18 42.155 42.126 42.096 42.066 42.037 42.011 41.987 41.968 41.956 41.952 41.955 41.966 41.986 42.009 42.034 42.06 42.087 42.116 42.144 42.174 42.207 42.244 42.285 42.331 42.382 42.443 42.517 42.604 42.703 42.815 42.937
40.8 40.775 40.739 40.694 40.642 40.582 40.514 40.44 40.371 40.305 40.248 40.209 40.189 40.196 40.218 40.262 40.319 40.396 40.498 40.628 40.778 40.927 41.069 41.2 41.319 41.429 41.533 41.634 41.73 41.817 41.894 41.957 42.009 42.054 42.092 42.121 42.14 42.15 42.153 42.15 42.143 42.131 42.115 42.092 42.065 42.036 42.006 41.978 41.95 41.926 41.906 41.893 41.888 41.89 41.901 41.919 41.941 41.965 41.99 42.017 42.044 42.072 42.101 42.133 42.167 42.204 42.245 42.29 42.345 42.414 42.495 42.589 42.696
40.8 40.785 40.758 40.719 40.672 40.616 40.552 40.482 40.405 40.333 40.265 40.206 40.163 40.141 40.141 40.164 40.2 40.255 40.329 40.426 40.55 40.696 40.843 40.983 41.112 41.227 41.329 41.421 41.508 41.592 41.672 41.745 41.809 41.867 41.925 41.976 42.018 42.05 42.072 42.084 42.089 42.087 42.08 42.068 42.05 42.026 42 41.973 41.945 41.918 41.893 41.872 41.859 41.854 41.857 41.867 41.884 41.906 41.93 41.955 41.981 42.008 42.036 42.065 42.095 42.128 42.162 42.2 42.242 42.292 42.356 42.433 42.523
40.8 40.796 40.78 40.75 40.709 40.659 40.601 40.535 40.462 40.383 40.309 40.239 40.178 40.133 40.107 40.103 40.122 40.154 40.206 40.281 40.378 40.501 40.644 40.789 40.927 41.052 41.163 41.258 41.338 41.41 41.476 41.54 41.6 41.656 41.71 41.767 41.827 41.886 41.935 41.974 42.002 42.018 42.023 42.02 42.011 41.998 41.98 41.958 41.933 41.906 41.879 41.852 41.83 41.816 41.81 41.812 41.822 41.84 41.863 41.885 41.909 41.934 41.959 41.983 42.008 42.036 42.065 42.098 42.135 42.176 42.224 42.284 42.358
40.8 40.807 40.802 40.785 40.753 40.71 40.659 40.6 40.533 40.458 40.378 40.304 40.233 40.171 40.124 40.095 40.087 40.101 40.13 40.178 40.246 40.336 40.454 40.592 40.732 40.864 40.983 41.087 41.172 41.241 41.299 41.349 41.393 41.434 41.472 41.513 41.557 41.606 41.657 41.711 41.768 41.816 41.85 41.869 41.875 41.868 41.852 41.831 41.808 41.782 41.753 41.72 41.687 41.657 41.636 41.624 41.62 41.624 41.637 41.654 41.672 41.691 41.711 41.732 41.753 41.774 41.798 41.824 41.854 41.887 41.925 41.969 42.025
40.8 40.818 40.825 40.82 40.801 40.769 40.725 40.674 40.615 40.547 40.472 40.391 40.317 40.248 40.185 40.136 40.105 40.094 40.102 40.127 40.17 40.232 40.318 40.431 40.563 40.697 40.823 40.937 41.035 41.112 41.172 41.22 41.258 41.288 41.312 41.331 41.35 41.372 41.398 41.43 41.469 41.514 41.56 41.605 41.646 41.676 41.691 41.692 41.679 41.655 41.625 41.59 41.551 41.509 41.468 41.433 41.407 41.388 41.377 41.374 41.375 41.38 41.387 41.397 41.409 41.423 41.44 41.459 41.48 41.505 41.532 41.563 41.6
40.8 40.828 40.847 40.855 40.85 40.831 40.799 40.756 40.705 40.646 40.58 40.505 40.425 40.352 40.285 40.222 40.173 40.141 40.126 40.13 40.15 40.188 40.244 40.322 40.428 40.553 40.678 40.797 40.903 40.993 41.064 41.119 41.164 41.2 41.226 41.244 41.253 41.259 41.266 41.277 41.295 41.321 41.353 41.39 41.43 41.471 41.512 41.548 41.575 41.587 41.577 41.55 41.512 41.465 41.412 41.358 41.312 41.273 41.24 41.214 41.195 41.182 41.173 41.167 41.166 41.167 41.173 41.181 41.195 41.213 41.235 41.261 41.29
40.8 40.838 40.892 40.941 40.983 41.012 41.028 41.029 41.018 40.999 40.973 40.939 40.897 40.846 40.795 40.749 40.71 40.677 40.653 40.641 40.64 40.655 40.682 40.722 40.78 40.859 40.951 41.036 41.108 41.164 41.201 41.216 41.217 41.213 41.205 41.196 41.188 41.18 41.172 41.168 41.17 41.177 41.19 41.209 41.227 41.242 41.255 41.266 41.274 41.281 41.276 41.255 41.222 41.176 41.117 41.049 40.977 40.906 40.839 40.774 40.709 40.647 40.586 40.527 40.471 40.419 40.37 40.325 40.287 40.26 40.242 40.234 40.235
40.8 40.825 40.879 40.946 41.006 41.058 41.097 41.122 41.132 41.13 41.121 41.104 41.08 41.049 41.01 40.97 40.937 40.911 40.892 40.88 40.873 40.875 40.891 40.917 40.956 41.01 41.084 41.168 41.243 41.304 41.346 41.368 41.367 41.351 41.33 41.308 41.289 41.273 41.26 41.251 41.244 41.241 41.242 41.247 41.255 41.261 41.262 41.258 41.249 41.237 41.222 41.199 41.164 41.116 41.057 40.989 40.914 40.835 40.754 40.671 40.587 40.502 40.415 40.327 40.239 40.151 40.063 39.975 39.887 39.806 39.737 39.681 39.637
40.8 40.813 40.853 40.919 40.996 41.066 41.125 41.173 41.205 41.222 41.227 41.225 41.215 41.199 41.176 41.146 41.115 41.091 41.073 41.064 41.062 41.067 41.073 41.092 41.119 41.157 41.209 41.281 41.361 41.43 41.484 41.519 41.533 41.523 41.497 41.466 41.434 41.407 41.385 41.37 41.358 41.349 41.342 41.337 41.333 41.33 41.325 41.315 41.3 41.282 41.26 41.235 41.203 41.16 41.105 41.038 40.961 40.877 40.792 40.709 40.622 40.533 40.441 40.346 40.249 40.153 40.057 39.959 39.86 39.76 39.667 39.588 39.523
40.8 40.8 40.826 40.878 40.954 41.039 41.116 41.182 41.235 41.273 41.296 41.306 41.308 41.304 41.293 41.276 41.253 41.23 41.212 41.201 41.197 41.202 41.213 41.229 41.246 41.275 41.313 41.365 41.435 41.513 41.579 41.629 41.662 41.675 41.666 41.642 41.614 41.584 41.557 41.536 41.521 41.509 41.498 41.489 41.48 41.471 41.462 41.451 41.434 41.413 41.387 41.359 41.327 41.288 41.238 41.176 41.103 41.019 40.927 40.835 40.747 40.658 40.566 40.47 40.372 40.271 40.172 40.073 39.973 39.871 39.767 39.67 39.589
40.8 40.787 40.8 40.837 40.897 40.981 41.073 41.155 41.225 41.282 41.325 41.354 41.371 41.382 41.386 41.384 41.374 41.359 41.343 41.334 41.33 41.333 41.342 41.358 41.379 41.403 41.431 41.468 41.518 41.586 41.66 41.721 41.769 41.802 41.817 41.813 41.797 41.779 41.76 41.744 41.733 41.725 41.72 41.715 41.711 41.707 41.704 41.701 41.694 41.682 41.662 41.638 41.608 41.575 41.534 41.48 41.413 41.335 41.247 41.153 41.062 40.975 40.887 40.8 40.712 40.623 40.534 40.446 40.358 40.27 40.181 40.092 40.011
40.8 40.775 40.773 40.795 40.84 40.908 40.997 41.093 41.178 41.251 41.311 41.358 41.394 41.421 41.441 41.455 41.463 41.464 41.459 41.453 41.452 41.456 41.466 41.482 41.502 41.526 41.552 41.579 41.616 41.664 41.727 41.795 41.854 41.901 41.934 41.953 41.956 41.948 41.937 41.924 41.911 41.898 41.887 41.875 41.865 41.856 41.85 41.846 41.845 41.844 41.839 41.831 41.819 41.805 41.786 41.756 41.712 41.655 41.59 41.517 41.439 41.361 41.288 41.222 41.162 41.108 41.06 41.017 40.978 40.942 40.912 40.887 40.868
40.8 40.756 40.724 40.706 40.709 40.736 40.785 40.855 40.932 41.001 41.059 41.104 41.136 41.154 41.163 41.165 41.159 41.147 41.127 41.1 41.072 41.052 41.039 41.034 41.038 41.051 41.074 41.108 41.154 41.213 41.288 41.381 41.476 41.556 41.621 41.671 41.702 41.71 41.701 41.687 41.668 41.649 41.633 41.621 41.613 41.604 41.596 41.587 41.579 41.571 41.559 41.541 41.519 41.493 41.463 41.43 41.389 41.336 41.271 41.194 41.107 41.012 40.918 40.829 40.74 40.648 40.554 40.457 40.359 40.262 40.165 40.067 39.968
40.8 40.745 40.701 40.668 40.651 40.657 40.685 40.733 40.8 40.874 40.939 40.993 41.035 41.064 41.082 41.091 41.093 41.088 41.076 41.057 41.031 41.003 40.983 40.97 40.967 40.972 40.987 41.014 41.054 41.107 41.176 41.262 41.364 41.465 41.553 41.627 41.688 41.733 41.759 41.766 41.763 41.755 41.744 41.733 41.725 41.719 41.713 41.709 41.705 41.703 41.701 41.697 41.686 41.669 41.647 41.622 41.592 41.554 41.503 41.439 41.364 41.28 41.192 41.105 41.02 40.936 40.853 40.771 40.689 40.607 40.526 40.446 40.366
40.8 40.734 40.678 40.632 40.6 40.587 40.595 40.621 40.666 40.728 40.796 40.856 40.904 40.941 40.967 40.982 40.989 40.99 40.983 40.97 40.95 40.922 40.893 40.874 40.863 40.863 40.873 40.895 40.931 40.986 41.06 41.153 41.264 41.386 41.508 41.623 41.735 41.843 41.948 42.047 42.136 42.211 42.272 42.316 42.343 42.353 42.351 42.345 42.338 42.335 42.339 42.35 42.363 42.37 42.372 42.367 42.354 42.333 42.3 42.256 42.204 42.147 42.087 42.025 41.967 41.917 41.874 41.841 41.816 41.801 41.79 41.78 41.772
40.8 40.723 40.656 40.598 40.551 40.521 40.51 40.517 40.54 40.578 40.633 40.693 40.744 40.785 40.815 40.836 40.847 40.849 40.846 40.835 40.818 40.793 40.761 40.729 40.708 40.699 40.704 40.726 40.771 40.84 40.929 41.033 41.152 41.28 41.416 41.552 41.684 41.813 41.94 42.068 42.196 42.321 42.437 42.544 42.637 42.716 42.778 42.829 42.875 42.915 42.951 42.985 43.015 43.037 43.049 43.051 43.044 43.028 43.003 42.976 42.952 42.935 42.924 42.92 42.923 42.937 42.965 43.007 43.063 43.131 43.212 43.294 43.365
40.8 40.713 40.634 40.564 40.504 40.456 40.427 40.414 40.416 40.431 40.46 40.504 40.553 40.594 40.625 40.646 40.659 40.662 40.658 40.648 40.629 40.604 40.571 40.53 40.49 40.463 40.451 40.456 40.482 40.531 40.602 40.693 40.8 40.92 41.052 41.191 41.329 41.459 41.581 41.699 41.813 41.925 42.033 42.133 42.225 42.307 42.378 42.436 42.486 42.53 42.572 42.612 42.651 42.686 42.713 42.728 42.731 42.723 42.704 42.675 42.64 42.607 42.579 42.557 42.542 42.532 42.533 42.547 42.576 42.618 42.675 42.744 42.813
