Longitude_back72hr_30m[][0] Longitude_back72hr_30m[][1] Longitude_back72hr_30m[][2] Longitude_back72hr_30m[][3] Longitude_back72hr_30m[][4] Longitude_back72hr_30m[][5] Longitude_back72hr_30m[][6] Longitude_back72hr_30m[][7] Longitude_back72hr_30m[][8] Longitude_back72hr_30m[][9] Longitude_back72hr_30m[][10] Longitude_back72hr_30m[][11] Longitude_back72hr_30m[][12] Longitude_back72hr_30m[][13] Longitude_back72hr_30m[][14] Longitude_back72hr_30m[][15] Longitude_back72hr_30m[][16] Longitude_back72hr_30m[][17] Longitude_back72hr_30m[][18] Longitude_back72hr_30m[][19] Longitude_back72hr_30m[][20] Longitude_back72hr_30m[][21] Longitude_back72hr_30m[][22] Longitude_back72hr_30m[][23] Longitude_back72hr_30m[][24] Longitude_back72hr_30m[][25] Longitude_back72hr_30m[][26] Longitude_back72hr_30m[][27] Longitude_back72hr_30m[][28] Longitude_back72hr_30m[][29] Longitude_back72hr_30m[][30] Longitude_back72hr_30m[][31] Longitude_back72hr_30m[][32] Longitude_back72hr_30m[][33] Longitude_back72hr_30m[][34] Longitude_back72hr_30m[][35] Longitude_back72hr_30m[][36] Longitude_back72hr_30m[][37] Longitude_back72hr_30m[][38] Longitude_back72hr_30m[][39] Longitude_back72hr_30m[][40] Longitude_back72hr_30m[][41] Longitude_back72hr_30m[][42] Longitude_back72hr_30m[][43] Longitude_back72hr_30m[][44] Longitude_back72hr_30m[][45] Longitude_back72hr_30m[][46] Longitude_back72hr_30m[][47] Longitude_back72hr_30m[][48] Longitude_back72hr_30m[][49] Longitude_back72hr_30m[][50] Longitude_back72hr_30m[][51] Longitude_back72hr_30m[][52] Longitude_back72hr_30m[][53] Longitude_back72hr_30m[][54] Longitude_back72hr_30m[][55] Longitude_back72hr_30m[][56] Longitude_back72hr_30m[][57] Longitude_back72hr_30m[][58] Longitude_back72hr_30m[][59] Longitude_back72hr_30m[][60] Longitude_back72hr_30m[][61] Longitude_back72hr_30m[][62] Longitude_back72hr_30m[][63] Longitude_back72hr_30m[][64] Longitude_back72hr_30m[][65] Longitude_back72hr_30m[][66] Longitude_back72hr_30m[][67] Longitude_back72hr_30m[][68] Longitude_back72hr_30m[][69] Longitude_back72hr_30m[][70] Longitude_back72hr_30m[][71] Longitude_back72hr_30m[][72]
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
-74 -73.945 -73.894 -73.849 -73.809 -73.777 -73.753 -73.731 -73.706 -73.675 -73.637 -73.594 -73.547 -73.506 -73.486 -73.485 -73.503 -73.539 -73.593 -73.656 -73.723 -73.796 -73.876 -73.962 -74.057 -74.189 -74.351 -74.529 -74.713 -74.89 -75.054 -75.197 -75.321 -75.43 -75.526 -75.609 -75.678 -75.736 -75.794 -75.86 -75.941 -76.062 -76.202 -76.34 -76.467 -76.581 -76.683 -76.772 -76.847 -76.919 -76.993 -77.064 -77.124 -77.168 -77.19 -77.206 -77.236 -77.284 -77.356 -77.454 -77.584 -77.737 -77.897 -78.062 -78.232 -78.405 -78.575 -78.744 -78.913 -79.082 -79.255 -79.433 -79.617
-74 -73.933 -73.862 -73.797 -73.744 -73.705 -73.681 -73.672 -73.67 -73.668 -73.663 -73.653 -73.635 -73.607 -73.579 -73.564 -73.567 -73.588 -73.627 -73.683 -73.749 -73.821 -73.899 -73.985 -74.08 -74.184 -74.332 -74.508 -74.699 -74.893 -75.077 -75.245 -75.393 -75.524 -75.641 -75.745 -75.833 -75.905 -75.965 -76.02 -76.074 -76.132 -76.194 -76.259 -76.326 -76.391 -76.467 -76.556 -76.651 -76.743 -76.831 -76.918 -77 -77.075 -77.143 -77.202 -77.259 -77.321 -77.392 -77.475 -77.569 -77.673 -77.773 -77.864 -77.951 -78.039 -78.132 -78.233 -78.342 -78.462 -78.589 -78.718 -78.848
-74 -73.925 -73.845 -73.769 -73.703 -73.652 -73.619 -73.602 -73.601 -73.608 -73.615 -73.619 -73.617 -73.608 -73.588 -73.567 -73.555 -73.56 -73.583 -73.623 -73.679 -73.747 -73.82 -73.899 -73.987 -74.082 -74.189 -74.339 -74.517 -74.711 -74.906 -75.092 -75.26 -75.41 -75.544 -75.663 -75.767 -75.857 -75.929 -75.988 -76.042 -76.095 -76.152 -76.213 -76.277 -76.342 -76.408 -76.484 -76.574 -76.673 -76.771 -76.866 -76.959 -77.047 -77.129 -77.203 -77.267 -77.329 -77.394 -77.467 -77.55 -77.645 -77.747 -77.842 -77.926 -78.004 -78.08 -78.159 -78.244 -78.336 -78.438 -78.547 -78.659
-74 -73.917 -73.829 -73.741 -73.661 -73.596 -73.549 -73.521 -73.512 -73.52 -73.536 -73.552 -73.565 -73.572 -73.57 -73.558 -73.543 -73.535 -73.541 -73.565 -73.607 -73.665 -73.734 -73.808 -73.889 -73.977 -74.074 -74.182 -74.333 -74.512 -74.707 -74.904 -75.091 -75.262 -75.413 -75.549 -75.669 -75.775 -75.865 -75.937 -75.996 -76.05 -76.102 -76.159 -76.219 -76.282 -76.347 -76.413 -76.489 -76.582 -76.684 -76.787 -76.888 -76.986 -77.08 -77.167 -77.246 -77.316 -77.381 -77.449 -77.522 -77.602 -77.691 -77.786 -77.876 -77.953 -78.024 -78.093 -78.162 -78.235 -78.314 -78.402 -78.498
-74 -73.909 -73.812 -73.715 -73.622 -73.539 -73.475 -73.432 -73.411 -73.41 -73.428 -73.453 -73.477 -73.498 -73.514 -73.52 -73.514 -73.506 -73.501 -73.508 -73.534 -73.577 -73.636 -73.706 -73.782 -73.863 -73.953 -74.051 -74.158 -74.308 -74.487 -74.683 -74.88 -75.069 -75.242 -75.395 -75.532 -75.654 -75.76 -75.85 -75.922 -75.981 -76.034 -76.087 -76.143 -76.203 -76.266 -76.331 -76.397 -76.473 -76.567 -76.671 -76.778 -76.883 -76.985 -77.083 -77.174 -77.256 -77.33 -77.398 -77.468 -77.541 -77.62 -77.705 -77.794 -77.877 -77.949 -78.016 -78.081 -78.147 -78.214 -78.287 -78.369
-74 -73.901 -73.796 -73.689 -73.585 -73.487 -73.402 -73.34 -73.301 -73.286 -73.293 -73.319 -73.353 -73.387 -73.416 -73.439 -73.453 -73.455 -73.454 -73.453 -73.461 -73.488 -73.532 -73.592 -73.663 -73.739 -73.821 -73.911 -74.008 -74.115 -74.263 -74.44 -74.634 -74.832 -75.022 -75.196 -75.35 -75.487 -75.608 -75.714 -75.804 -75.876 -75.935 -75.988 -76.04 -76.096 -76.157 -76.221 -76.286 -76.353 -76.429 -76.523 -76.626 -76.731 -76.835 -76.936 -77.033 -77.124 -77.206 -77.28 -77.349 -77.419 -77.494 -77.574 -77.661 -77.753 -77.839 -77.914 -77.983 -78.051 -78.118 -78.188 -78.264
-74 -73.893 -73.779 -73.663 -73.549 -73.439 -73.336 -73.249 -73.188 -73.152 -73.142 -73.156 -73.19 -73.234 -73.275 -73.313 -73.344 -73.366 -73.374 -73.379 -73.385 -73.394 -73.421 -73.466 -73.527 -73.599 -73.675 -73.756 -73.845 -73.941 -74.045 -74.189 -74.362 -74.554 -74.75 -74.94 -75.114 -75.269 -75.404 -75.524 -75.628 -75.717 -75.788 -75.846 -75.899 -75.95 -76.006 -76.066 -76.131 -76.199 -76.266 -76.343 -76.436 -76.536 -76.635 -76.731 -76.826 -76.917 -77.002 -77.08 -77.15 -77.217 -77.286 -77.361 -77.447 -77.543 -77.645 -77.742 -77.828 -77.908 -77.988 -78.071 -78.159
-74 -73.882 -73.755 -73.627 -73.5 -73.375 -73.256 -73.145 -73.054 -72.991 -72.957 -72.95 -72.969 -73.01 -73.062 -73.112 -73.158 -73.198 -73.228 -73.246 -73.26 -73.276 -73.289 -73.314 -73.357 -73.418 -73.488 -73.561 -73.639 -73.722 -73.811 -73.908 -74.04 -74.201 -74.381 -74.567 -74.751 -74.924 -75.075 -75.205 -75.318 -75.416 -75.499 -75.567 -75.622 -75.676 -75.733 -75.797 -75.874 -75.978 -76.11 -76.237 -76.354 -76.46 -76.553 -76.631 -76.706 -76.783 -76.855 -76.919 -76.973 -77.011 -77.043 -77.083 -77.137 -77.209 -77.303 -77.425 -77.57 -77.729 -77.898 -78.074 -78.257
-74 -73.868 -73.728 -73.591 -73.454 -73.319 -73.189 -73.064 -72.948 -72.853 -72.788 -72.754 -72.749 -72.771 -72.816 -72.872 -72.927 -72.978 -73.022 -73.057 -73.08 -73.101 -73.127 -73.145 -73.168 -73.211 -73.272 -73.342 -73.414 -73.489 -73.567 -73.65 -73.739 -73.859 -74.006 -74.173 -74.348 -74.523 -74.692 -74.843 -74.971 -75.079 -75.17 -75.246 -75.306 -75.353 -75.401 -75.453 -75.514 -75.601 -75.721 -75.847 -75.969 -76.081 -76.179 -76.262 -76.33 -76.398 -76.477 -76.559 -76.636 -76.7 -76.744 -76.777 -76.815 -76.864 -76.93 -77.017 -77.132 -77.268 -77.412 -77.566 -77.731
-74 -73.854 -73.696 -73.543 -73.397 -73.252 -73.111 -72.974 -72.844 -72.723 -72.625 -72.56 -72.527 -72.524 -72.548 -72.596 -72.656 -72.714 -72.768 -72.816 -72.854 -72.879 -72.906 -72.94 -72.971 -72.998 -73.041 -73.104 -73.175 -73.245 -73.317 -73.391 -73.468 -73.549 -73.656 -73.789 -73.938 -74.097 -74.259 -74.419 -74.564 -74.69 -74.796 -74.883 -74.95 -74.996 -75.03 -75.062 -75.098 -75.14 -75.206 -75.304 -75.415 -75.526 -75.631 -75.726 -75.807 -75.874 -75.943 -76.031 -76.129 -76.225 -76.307 -76.366 -76.41 -76.452 -76.498 -76.556 -76.632 -76.734 -76.853 -76.981 -77.121
-74 -73.84 -73.664 -73.49 -73.327 -73.172 -73.02 -72.872 -72.729 -72.593 -72.469 -72.369 -72.305 -72.274 -72.273 -72.301 -72.353 -72.416 -72.477 -72.534 -72.584 -72.625 -72.653 -72.682 -72.725 -72.772 -72.809 -72.852 -72.917 -72.99 -73.06 -73.13 -73.199 -73.27 -73.344 -73.44 -73.56 -73.692 -73.832 -73.976 -74.12 -74.254 -74.371 -74.471 -74.552 -74.612 -74.652 -74.673 -74.683 -74.687 -74.693 -74.703 -74.733 -74.799 -74.883 -74.973 -75.061 -75.142 -75.212 -75.288 -75.381 -75.482 -75.583 -75.676 -75.751 -75.809 -75.859 -75.906 -75.954 -76.01 -76.084 -76.174 -76.276
-74 -73.827 -73.633 -73.438 -73.251 -73.079 -72.915 -72.755 -72.6 -72.452 -72.312 -72.185 -72.086 -72.024 -71.996 -71.999 -72.032 -72.09 -72.158 -72.223 -72.283 -72.336 -72.379 -72.408 -72.441 -72.49 -72.55 -72.606 -72.657 -72.725 -72.802 -72.874 -72.943 -73.01 -73.078 -73.146 -73.235 -73.346 -73.467 -73.594 -73.722 -73.851 -73.972 -74.078 -74.169 -74.242 -74.295 -74.326 -74.34 -74.343 -74.333 -74.307 -74.271 -74.228 -74.193 -74.184 -74.205 -74.249 -74.305 -74.363 -74.424 -74.499 -74.587 -74.684 -74.784 -74.883 -74.977 -75.062 -75.142 -75.22 -75.298 -75.38 -75.457
-74 -73.814 -73.602 -73.386 -73.177 -72.979 -72.797 -72.624 -72.456 -72.295 -72.141 -71.999 -71.872 -71.778 -71.721 -71.698 -71.707 -71.744 -71.808 -71.884 -71.958 -72.026 -72.085 -72.134 -72.17 -72.208 -72.267 -72.341 -72.42 -72.489 -72.564 -72.646 -72.723 -72.796 -72.866 -72.934 -73.003 -73.091 -73.201 -73.32 -73.444 -73.57 -73.696 -73.815 -73.921 -74.01 -74.08 -74.127 -74.154 -74.166 -74.164 -74.145 -74.109 -74.063 -74.013 -73.973 -73.955 -73.961 -73.993 -74.045 -74.108 -74.181 -74.266 -74.365 -74.477 -74.602 -74.739 -74.876 -75 -75.115 -75.221 -75.321 -75.415
-74 -73.841 -73.684 -73.528 -73.366 -73.192 -73.012 -72.836 -72.668 -72.506 -72.354 -72.212 -72.085 -71.977 -71.899 -71.861 -71.859 -71.89 -71.952 -72.043 -72.141 -72.232 -72.313 -72.384 -72.442 -72.483 -72.522 -72.57 -72.619 -72.679 -72.758 -72.853 -72.957 -73.061 -73.167 -73.277 -73.393 -73.515 -73.663 -73.838 -74.038 -74.254 -74.471 -74.679 -74.865 -75.024 -75.161 -75.278 -75.376 -75.452 -75.514 -75.573 -75.634 -75.695 -75.754 -75.812 -75.876 -75.955 -76.049 -76.171 -76.318 -76.485 -76.659 -76.832 -77.001 -77.161 -77.31 -77.446 -77.566 -77.665 -77.745 -77.807 -77.851
-74 -73.843 -73.685 -73.52 -73.355 -73.181 -72.995 -72.804 -72.618 -72.441 -72.27 -72.108 -71.959 -71.827 -71.717 -71.639 -71.599 -71.594 -71.621 -71.678 -71.764 -71.864 -71.96 -72.047 -72.123 -72.186 -72.232 -72.277 -72.334 -72.398 -72.468 -72.553 -72.656 -72.767 -72.876 -72.986 -73.099 -73.216 -73.339 -73.483 -73.651 -73.84 -74.05 -74.27 -74.484 -74.674 -74.835 -74.972 -75.089 -75.185 -75.261 -75.324 -75.386 -75.45 -75.514 -75.576 -75.636 -75.703 -75.785 -75.887 -76.015 -76.166 -76.336 -76.514 -76.69 -76.862 -77.027 -77.182 -77.326 -77.451 -77.554 -77.637 -77.7
-74 -73.846 -73.691 -73.526 -73.353 -73.18 -72.994 -72.796 -72.594 -72.397 -72.208 -72.024 -71.852 -71.697 -71.56 -71.444 -71.358 -71.308 -71.291 -71.304 -71.346 -71.415 -71.5 -71.586 -71.671 -71.749 -71.816 -71.866 -71.915 -71.98 -72.063 -72.154 -72.249 -72.357 -72.472 -72.583 -72.691 -72.8 -72.909 -73.023 -73.151 -73.298 -73.461 -73.637 -73.827 -74.032 -74.225 -74.384 -74.513 -74.62 -74.705 -74.77 -74.824 -74.881 -74.94 -75 -75.063 -75.127 -75.201 -75.293 -75.401 -75.53 -75.695 -75.884 -76.081 -76.274 -76.461 -76.642 -76.814 -76.978 -77.126 -77.254 -77.361
-74 -73.848 -73.697 -73.537 -73.366 -73.187 -73.005 -72.806 -72.596 -72.382 -72.172 -71.968 -71.773 -71.592 -71.428 -71.28 -71.151 -71.048 -70.979 -70.941 -70.929 -70.943 -70.98 -71.034 -71.099 -71.172 -71.249 -71.325 -71.395 -71.468 -71.553 -71.652 -71.767 -71.898 -72.042 -72.162 -72.261 -72.355 -72.443 -72.528 -72.611 -72.708 -72.821 -72.947 -73.078 -73.212 -73.348 -73.477 -73.59 -73.684 -73.758 -73.814 -73.849 -73.866 -73.875 -73.881 -73.884 -73.884 -73.882 -73.889 -73.918 -73.969 -74.048 -74.152 -74.274 -74.405 -74.542 -74.686 -74.837 -74.997 -75.164 -75.329 -75.478
-74 -73.85 -73.703 -73.549 -73.385 -73.209 -73.023 -72.831 -72.62 -72.397 -72.169 -71.943 -71.726 -71.521 -71.329 -71.15 -70.984 -70.833 -70.706 -70.608 -70.535 -70.485 -70.453 -70.438 -70.451 -70.5 -70.582 -70.688 -70.812 -70.944 -71.079 -71.227 -71.409 -71.628 -71.877 -72.146 -72.433 -72.725 -73.026 -73.339 -73.673 -74.024 -74.354 -74.632 -74.866 -75.062 -75.226 -75.36 -75.477 -75.591 -75.706 -75.826 -75.949 -76.071 -76.182 -76.283 -76.38 -76.478 -76.577 -76.682 -76.796 -76.919 -77.052 -77.195 -77.345 -77.5 -77.647 -77.771 -77.876 -77.962 -78.035 -78.099 -78.173
-74 -73.852 -73.709 -73.561 -73.405 -73.237 -73.056 -72.864 -72.66 -72.435 -72.197 -71.953 -71.714 -71.486 -71.267 -71.058 -70.859 -70.668 -70.488 -70.326 -70.195 -70.097 -70.03 -69.992 -69.982 -70.008 -70.078 -70.187 -70.325 -70.486 -70.66 -70.831 -71.013 -71.221 -71.45 -71.689 -71.948 -72.223 -72.502 -72.789 -73.088 -73.404 -73.743 -74.068 -74.345 -74.579 -74.776 -74.938 -75.07 -75.183 -75.291 -75.4 -75.513 -75.633 -75.762 -75.886 -75.992 -76.087 -76.172 -76.25 -76.322 -76.394 -76.471 -76.558 -76.654 -76.759 -76.87 -76.977 -77.067 -77.143 -77.206 -77.258 -77.298
-74 -73.842 -73.672 -73.493 -73.303 -73.101 -72.885 -72.652 -72.402 -72.138 -71.861 -71.584 -71.319 -71.06 -70.807 -70.565 -70.346 -70.152 -69.982 -69.837 -69.723 -69.645 -69.597 -69.576 -69.576 -69.593 -69.638 -69.721 -69.842 -69.997 -70.179 -70.379 -70.573 -70.771 -70.985 -71.202 -71.421 -71.652 -71.892 -72.134 -72.38 -72.636 -72.907 -73.199 -73.494 -73.765 -74 -74.195 -74.351 -74.465 -74.552 -74.632 -74.713 -74.796 -74.884 -74.98 -75.074 -75.16 -75.24 -75.316 -75.384 -75.442 -75.493 -75.541 -75.587 -75.631 -75.675 -75.725 -75.782 -75.84 -75.892 -75.942 -75.992
-74 -73.843 -73.675 -73.495 -73.303 -73.098 -72.877 -72.637 -72.374 -72.091 -71.796 -71.502 -71.218 -70.94 -70.673 -70.43 -70.214 -70.022 -69.856 -69.72 -69.617 -69.546 -69.504 -69.484 -69.485 -69.5 -69.526 -69.578 -69.665 -69.789 -69.948 -70.134 -70.34 -70.537 -70.738 -70.942 -71.136 -71.326 -71.522 -71.727 -71.936 -72.152 -72.377 -72.615 -72.868 -73.126 -73.367 -73.585 -73.771 -73.912 -74.006 -74.074 -74.134 -74.194 -74.255 -74.319 -74.388 -74.454 -74.517 -74.581 -74.646 -74.713 -74.777 -74.841 -74.906 -74.972 -75.038 -75.104 -75.17 -75.234 -75.301 -75.363 -75.426
-74 -73.844 -73.678 -73.5 -73.309 -73.105 -72.884 -72.645 -72.383 -72.094 -71.786 -71.478 -71.178 -70.893 -70.63 -70.387 -70.166 -69.97 -69.801 -69.664 -69.563 -69.496 -69.454 -69.435 -69.435 -69.449 -69.473 -69.504 -69.556 -69.645 -69.771 -69.932 -70.114 -70.302 -70.473 -70.638 -70.803 -70.959 -71.114 -71.276 -71.45 -71.632 -71.821 -72.019 -72.228 -72.448 -72.671 -72.877 -73.061 -73.214 -73.328 -73.402 -73.452 -73.495 -73.536 -73.575 -73.613 -73.651 -73.687 -73.721 -73.759 -73.803 -73.854 -73.911 -73.975 -74.049 -74.132 -74.22 -74.313 -74.408 -74.494 -74.569 -74.638
-74 -73.845 -73.68 -73.505 -73.317 -73.116 -72.899 -72.664 -72.406 -72.123 -71.815 -71.501 -71.201 -70.92 -70.66 -70.42 -70.197 -69.995 -69.818 -69.674 -69.564 -69.49 -69.445 -69.423 -69.42 -69.431 -69.453 -69.481 -69.511 -69.56 -69.649 -69.767 -69.901 -70.044 -70.188 -70.318 -70.439 -70.56 -70.679 -70.797 -70.922 -71.061 -71.215 -71.38 -71.555 -71.739 -71.932 -72.124 -72.297 -72.448 -72.571 -72.664 -72.73 -72.78 -72.825 -72.867 -72.906 -72.94 -72.97 -72.999 -73.025 -73.053 -73.087 -73.128 -73.178 -73.237 -73.309 -73.394 -73.494 -73.605 -73.723 -73.827 -73.911
-74 -73.846 -73.683 -73.509 -73.324 -73.127 -72.916 -72.686 -72.436 -72.165 -71.872 -71.569 -71.273 -70.995 -70.738 -70.5 -70.28 -70.076 -69.892 -69.735 -69.612 -69.523 -69.467 -69.44 -69.433 -69.441 -69.459 -69.485 -69.513 -69.54 -69.585 -69.66 -69.754 -69.858 -69.966 -70.072 -70.163 -70.244 -70.324 -70.405 -70.487 -70.574 -70.678 -70.802 -70.942 -71.097 -71.261 -71.431 -71.592 -71.734 -71.855 -71.954 -72.033 -72.097 -72.151 -72.202 -72.25 -72.292 -72.326 -72.354 -72.38 -72.404 -72.426 -72.454 -72.492 -72.539 -72.596 -72.664 -72.742 -72.83 -72.928 -73.038 -73.145
-74 -73.847 -73.685 -73.514 -73.332 -73.139 -72.933 -72.71 -72.468 -72.208 -71.931 -71.644 -71.358 -71.083 -70.828 -70.592 -70.376 -70.176 -69.992 -69.828 -69.691 -69.587 -69.517 -69.476 -69.464 -69.469 -69.485 -69.509 -69.536 -69.566 -69.593 -69.63 -69.69 -69.764 -69.843 -69.921 -69.994 -70.053 -70.099 -70.144 -70.19 -70.239 -70.293 -70.364 -70.46 -70.578 -70.714 -70.863 -71.02 -71.168 -71.296 -71.403 -71.493 -71.567 -71.63 -71.687 -71.74 -71.787 -71.826 -71.853 -71.875 -71.896 -71.913 -71.928 -71.951 -71.985 -72.032 -72.089 -72.157 -72.232 -72.314 -72.404 -72.504
-74 -73.858 -73.71 -73.564 -73.418 -73.272 -73.123 -72.968 -72.789 -72.588 -72.366 -72.123 -71.86 -71.583 -71.307 -71.045 -70.8 -70.577 -70.372 -70.185 -70.019 -69.878 -69.763 -69.675 -69.615 -69.583 -69.571 -69.571 -69.58 -69.596 -69.619 -69.642 -69.68 -69.744 -69.824 -69.911 -70.001 -70.088 -70.16 -70.224 -70.29 -70.359 -70.431 -70.508 -70.601 -70.716 -70.849 -70.998 -71.158 -71.323 -71.48 -71.617 -71.732 -71.828 -71.905 -71.968 -72.024 -72.075 -72.121 -72.162 -72.193 -72.218 -72.243 -72.264 -72.284 -72.31 -72.347 -72.394 -72.451 -72.519 -72.596 -72.682 -72.778
-74 -73.856 -73.706 -73.558 -73.411 -73.264 -73.116 -72.963 -72.801 -72.616 -72.41 -72.186 -71.944 -71.687 -71.423 -71.163 -70.919 -70.693 -70.487 -70.301 -70.132 -69.983 -69.86 -69.763 -69.692 -69.648 -69.631 -69.631 -69.641 -69.661 -69.687 -69.717 -69.741 -69.774 -69.828 -69.894 -69.965 -70.035 -70.098 -70.148 -70.189 -70.232 -70.279 -70.33 -70.385 -70.458 -70.555 -70.674 -70.811 -70.962 -71.122 -71.274 -71.405 -71.515 -71.606 -71.682 -71.746 -71.802 -71.854 -71.9 -71.939 -71.966 -71.988 -72.008 -72.026 -72.042 -72.065 -72.1 -72.146 -72.203 -72.271 -72.347 -72.431
-74 -73.854 -73.701 -73.549 -73.4 -73.253 -73.104 -72.952 -72.793 -72.625 -72.436 -72.228 -72.004 -71.766 -71.519 -71.271 -71.029 -70.802 -70.593 -70.405 -70.237 -70.085 -69.954 -69.849 -69.77 -69.718 -69.692 -69.692 -69.709 -69.736 -69.77 -69.806 -69.837 -69.861 -69.891 -69.936 -69.989 -70.044 -70.094 -70.135 -70.162 -70.181 -70.201 -70.223 -70.25 -70.283 -70.333 -70.41 -70.512 -70.636 -70.778 -70.931 -71.079 -71.208 -71.318 -71.41 -71.486 -71.55 -71.607 -71.657 -71.702 -71.738 -71.761 -71.778 -71.794 -71.807 -71.819 -71.838 -71.869 -71.914 -71.972 -72.039 -72.115
-74 -73.852 -73.696 -73.541 -73.388 -73.238 -73.089 -72.937 -72.779 -72.614 -72.442 -72.251 -72.044 -71.823 -71.593 -71.361 -71.13 -70.905 -70.696 -70.506 -70.335 -70.184 -70.05 -69.937 -69.85 -69.789 -69.755 -69.747 -69.765 -69.8 -69.842 -69.886 -69.923 -69.952 -69.975 -70.001 -70.039 -70.08 -70.12 -70.151 -70.172 -70.177 -70.174 -70.17 -70.168 -70.169 -70.176 -70.202 -70.258 -70.342 -70.452 -70.584 -70.732 -70.878 -71.006 -71.117 -71.212 -71.292 -71.359 -71.417 -71.467 -71.509 -71.541 -71.559 -71.571 -71.582 -71.591 -71.598 -71.611 -71.639 -71.682 -71.739 -71.807
-74 -73.851 -73.697 -73.538 -73.381 -73.227 -73.076 -72.924 -72.766 -72.603 -72.434 -72.26 -72.07 -71.865 -71.652 -71.433 -71.215 -71 -70.793 -70.602 -70.428 -70.274 -70.14 -70.023 -69.927 -69.857 -69.813 -69.796 -69.805 -69.84 -69.891 -69.941 -69.983 -70.017 -70.045 -70.066 -70.089 -70.119 -70.15 -70.176 -70.191 -70.191 -70.176 -70.152 -70.124 -70.095 -70.067 -70.045 -70.043 -70.074 -70.138 -70.233 -70.353 -70.495 -70.637 -70.762 -70.872 -70.968 -71.05 -71.12 -71.181 -71.233 -71.277 -71.31 -71.328 -71.337 -71.345 -71.352 -71.357 -71.367 -71.39 -71.43 -71.485
-74 -73.849 -73.698 -73.541 -73.38 -73.221 -73.065 -72.912 -72.755 -72.592 -72.424 -72.253 -72.079 -71.891 -71.693 -71.488 -71.282 -71.078 -70.879 -70.689 -70.514 -70.357 -70.219 -70.101 -70 -69.921 -69.867 -69.84 -69.84 -69.865 -69.913 -69.966 -70.012 -70.051 -70.083 -70.108 -70.126 -70.146 -70.17 -70.19 -70.203 -70.202 -70.183 -70.147 -70.1 -70.046 -69.989 -69.93 -69.87 -69.828 -69.823 -69.854 -69.92 -70.017 -70.14 -70.268 -70.381 -70.481 -70.569 -70.646 -70.713 -70.772 -70.825 -70.869 -70.902 -70.923 -70.934 -70.942 -70.949 -70.955 -70.963 -70.982 -71.014
-74 -73.833 -73.65 -73.465 -73.301 -73.135 -72.973 -72.814 -72.654 -72.49 -72.322 -72.15 -71.979 -71.809 -71.631 -71.443 -71.252 -71.066 -70.884 -70.71 -70.545 -70.395 -70.262 -70.148 -70.054 -69.977 -69.922 -69.893 -69.89 -69.91 -69.944 -69.989 -70.036 -70.077 -70.111 -70.138 -70.158 -70.173 -70.186 -70.199 -70.205 -70.198 -70.171 -70.125 -70.069 -70.011 -69.951 -69.888 -69.821 -69.749 -69.687 -69.652 -69.647 -69.674 -69.734 -69.823 -69.92 -70.006 -70.082 -70.148 -70.206 -70.257 -70.303 -70.344 -70.38 -70.408 -70.427 -70.439 -70.448 -70.456 -70.464 -70.47 -70.482
-74 -73.83 -73.647 -73.458 -73.28 -73.116 -72.951 -72.785 -72.62 -72.454 -72.284 -72.112 -71.94 -71.769 -71.606 -71.427 -71.245 -71.066 -70.894 -70.728 -70.571 -70.425 -70.294 -70.18 -70.083 -70.005 -69.945 -69.908 -69.896 -69.904 -69.924 -69.954 -69.996 -70.039 -70.076 -70.105 -70.128 -70.144 -70.156 -70.165 -70.169 -70.163 -70.139 -70.099 -70.047 -69.99 -69.93 -69.867 -69.801 -69.729 -69.65 -69.579 -69.533 -69.513 -69.52 -69.555 -69.618 -69.692 -69.757 -69.814 -69.864 -69.907 -69.943 -69.976 -70.007 -70.035 -70.06 -70.08 -70.095 -70.108 -70.12 -70.129 -70.137
-74 -73.827 -73.641 -73.45 -73.257 -73.082 -72.906 -72.731 -72.557 -72.384 -72.212 -72.037 -71.862 -71.689 -71.527 -71.381 -71.203 -71.03 -70.863 -70.705 -70.556 -70.418 -70.293 -70.182 -70.087 -70.009 -69.95 -69.909 -69.887 -69.88 -69.885 -69.902 -69.929 -69.967 -70.006 -70.038 -70.062 -70.08 -70.092 -70.1 -70.103 -70.097 -70.076 -70.041 -69.994 -69.939 -69.878 -69.814 -69.747 -69.674 -69.593 -69.503 -69.415 -69.346 -69.295 -69.265 -69.258 -69.278 -69.311 -69.342 -69.371 -69.395 -69.416 -69.433 -69.449 -69.467 -69.488 -69.51 -69.533 -69.557 -69.581 -69.602 -69.618
