Longitude_back72hr_30m[][0] Longitude_back72hr_30m[][1] Longitude_back72hr_30m[][2] Longitude_back72hr_30m[][3] Longitude_back72hr_30m[][4] Longitude_back72hr_30m[][5] Longitude_back72hr_30m[][6] Longitude_back72hr_30m[][7] Longitude_back72hr_30m[][8] Longitude_back72hr_30m[][9] Longitude_back72hr_30m[][10] Longitude_back72hr_30m[][11] Longitude_back72hr_30m[][12] Longitude_back72hr_30m[][13] Longitude_back72hr_30m[][14] Longitude_back72hr_30m[][15] Longitude_back72hr_30m[][16] Longitude_back72hr_30m[][17] Longitude_back72hr_30m[][18] Longitude_back72hr_30m[][19] Longitude_back72hr_30m[][20] Longitude_back72hr_30m[][21] Longitude_back72hr_30m[][22] Longitude_back72hr_30m[][23] Longitude_back72hr_30m[][24] Longitude_back72hr_30m[][25] Longitude_back72hr_30m[][26] Longitude_back72hr_30m[][27] Longitude_back72hr_30m[][28] Longitude_back72hr_30m[][29] Longitude_back72hr_30m[][30] Longitude_back72hr_30m[][31] Longitude_back72hr_30m[][32] Longitude_back72hr_30m[][33] Longitude_back72hr_30m[][34] Longitude_back72hr_30m[][35] Longitude_back72hr_30m[][36] Longitude_back72hr_30m[][37] Longitude_back72hr_30m[][38] Longitude_back72hr_30m[][39] Longitude_back72hr_30m[][40] Longitude_back72hr_30m[][41] Longitude_back72hr_30m[][42] Longitude_back72hr_30m[][43] Longitude_back72hr_30m[][44] Longitude_back72hr_30m[][45] Longitude_back72hr_30m[][46] Longitude_back72hr_30m[][47] Longitude_back72hr_30m[][48] Longitude_back72hr_30m[][49] Longitude_back72hr_30m[][50] Longitude_back72hr_30m[][51] Longitude_back72hr_30m[][52] Longitude_back72hr_30m[][53] Longitude_back72hr_30m[][54] Longitude_back72hr_30m[][55] Longitude_back72hr_30m[][56] Longitude_back72hr_30m[][57] Longitude_back72hr_30m[][58] Longitude_back72hr_30m[][59] Longitude_back72hr_30m[][60] Longitude_back72hr_30m[][61] Longitude_back72hr_30m[][62] Longitude_back72hr_30m[][63] Longitude_back72hr_30m[][64] Longitude_back72hr_30m[][65] Longitude_back72hr_30m[][66] Longitude_back72hr_30m[][67] Longitude_back72hr_30m[][68] Longitude_back72hr_30m[][69] Longitude_back72hr_30m[][70] Longitude_back72hr_30m[][71] Longitude_back72hr_30m[][72]
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
-74 -73.824 -73.634 -73.439 -73.241 -73.042 -72.854 -72.668 -72.484 -72.302 -72.123 -71.945 -71.766 -71.591 -71.429 -71.283 -71.139 -70.968 -70.804 -70.65 -70.506 -70.375 -70.257 -70.152 -70.062 -69.988 -69.929 -69.889 -69.86 -69.839 -69.829 -69.832 -69.845 -69.869 -69.903 -69.938 -69.965 -69.985 -69.998 -70.005 -70.008 -70.004 -69.987 -69.954 -69.909 -69.854 -69.792 -69.727 -69.657 -69.583 -69.501 -69.411 -69.307 -69.202 -69.113 -69.042 -68.991 -68.961 -68.953 -68.957 -68.964 -68.97 -68.975 -68.979 -68.982 -68.985 -68.993 -69.004 -69.018 -69.035 -69.056 -69.08 -69.102
-74 -73.821 -73.628 -73.428 -73.224 -73.017 -72.812 -72.614 -72.419 -72.227 -72.037 -71.85 -71.668 -71.492 -71.328 -71.18 -71.047 -70.927 -70.814 -70.702 -70.592 -70.482 -70.373 -70.265 -70.159 -70.058 -69.957 -69.862 -69.777 -69.705 -69.654 -69.628 -69.621 -69.629 -69.651 -69.688 -69.729 -69.764 -69.793 -69.815 -69.832 -69.845 -69.858 -69.871 -69.877 -69.87 -69.847 -69.801 -69.734 -69.652 -69.559 -69.456 -69.341 -69.215 -69.1 -69.017 -68.965 -68.942 -68.945 -68.97 -69.005 -69.042 -69.078 -69.116 -69.154 -69.194 -69.235 -69.275 -69.315 -69.353 -69.39 -69.425 -69.456
-74 -73.819 -73.622 -73.416 -73.206 -72.992 -72.776 -72.558 -72.351 -72.146 -71.941 -71.742 -71.552 -71.375 -71.208 -71.055 -70.914 -70.787 -70.673 -70.567 -70.465 -70.364 -70.266 -70.17 -70.076 -69.984 -69.896 -69.81 -69.728 -69.655 -69.592 -69.546 -69.52 -69.508 -69.51 -69.527 -69.557 -69.591 -69.621 -69.646 -69.666 -69.682 -69.694 -69.706 -69.721 -69.729 -69.727 -69.707 -69.667 -69.604 -69.525 -69.432 -69.326 -69.21 -69.086 -68.98 -68.909 -68.868 -68.855 -68.866 -68.898 -68.94 -68.983 -69.026 -69.07 -69.116 -69.164 -69.213 -69.26 -69.305 -69.348 -69.388 -69.424
-74 -73.836 -73.658 -73.471 -73.276 -73.071 -72.854 -72.632 -72.408 -72.193 -71.979 -71.767 -71.565 -71.374 -71.195 -71.028 -70.874 -70.735 -70.609 -70.498 -70.396 -70.298 -70.203 -70.111 -70.023 -69.938 -69.855 -69.776 -69.698 -69.624 -69.558 -69.502 -69.462 -69.439 -69.431 -69.436 -69.453 -69.485 -69.521 -69.551 -69.577 -69.597 -69.613 -69.625 -69.637 -69.648 -69.651 -69.641 -69.61 -69.554 -69.473 -69.378 -69.271 -69.152 -69.02 -68.884 -68.772 -68.698 -68.657 -68.644 -68.657 -68.693 -68.74 -68.786 -68.833 -68.88 -68.929 -68.98 -69.031 -69.082 -69.131 -69.176 -69.219
-74 -73.849 -73.68 -73.493 -73.297 -73.093 -72.876 -72.651 -72.42 -72.192 -71.969 -71.748 -71.536 -71.337 -71.147 -70.97 -70.806 -70.656 -70.521 -70.401 -70.296 -70.202 -70.113 -70.028 -69.947 -69.871 -69.799 -69.729 -69.662 -69.597 -69.535 -69.482 -69.438 -69.405 -69.387 -69.382 -69.389 -69.407 -69.435 -69.466 -69.491 -69.512 -69.528 -69.541 -69.551 -69.564 -69.58 -69.594 -69.598 -69.59 -69.563 -69.516 -69.453 -69.378 -69.293 -69.198 -69.098 -69.014 -68.957 -68.923 -68.911 -68.919 -68.945 -68.979 -69.015 -69.053 -69.093 -69.137 -69.184 -69.234 -69.283 -69.332 -69.377
-74 -73.862 -73.709 -73.533 -73.34 -73.137 -72.925 -72.7 -72.467 -72.232 -72 -71.772 -71.553 -71.345 -71.149 -70.962 -70.787 -70.626 -70.481 -70.35 -70.237 -70.139 -70.052 -69.971 -69.896 -69.826 -69.76 -69.7 -69.642 -69.585 -69.531 -69.482 -69.44 -69.402 -69.373 -69.359 -69.356 -69.365 -69.383 -69.412 -69.442 -69.466 -69.486 -69.501 -69.514 -69.524 -69.536 -69.553 -69.568 -69.576 -69.572 -69.551 -69.512 -69.458 -69.393 -69.318 -69.235 -69.145 -69.068 -69.015 -68.986 -68.977 -68.986 -69.013 -69.049 -69.086 -69.125 -69.168 -69.214 -69.265 -69.318 -69.369 -69.419
-74 -73.875 -73.738 -73.58 -73.4 -73.203 -72.996 -72.776 -72.545 -72.307 -72.067 -71.833 -71.606 -71.392 -71.189 -70.997 -70.814 -70.642 -70.485 -70.344 -70.219 -70.111 -70.02 -69.941 -69.868 -69.801 -69.74 -69.685 -69.634 -69.585 -69.538 -69.495 -69.452 -69.412 -69.374 -69.346 -69.331 -69.328 -69.337 -69.356 -69.386 -69.418 -69.446 -69.469 -69.489 -69.505 -69.519 -69.531 -69.539 -69.536 -69.517 -69.475 -69.406 -69.316 -69.214 -69.102 -68.98 -68.853 -68.723 -68.612 -68.535 -68.489 -68.469 -68.475 -68.502 -68.539 -68.577 -68.615 -68.653 -68.692 -68.731 -68.772 -68.814
-74 -73.888 -73.766 -73.626 -73.467 -73.286 -73.087 -72.878 -72.652 -72.416 -72.175 -71.934 -71.702 -71.48 -71.271 -71.073 -70.886 -70.706 -70.538 -70.385 -70.249 -70.129 -70.027 -69.943 -69.871 -69.805 -69.745 -69.691 -69.64 -69.595 -69.552 -69.51 -69.467 -69.426 -69.387 -69.35 -69.322 -69.308 -69.306 -69.316 -69.335 -69.366 -69.4 -69.429 -69.454 -69.475 -69.493 -69.508 -69.519 -69.521 -69.506 -69.469 -69.409 -69.332 -69.244 -69.148 -69.042 -68.927 -68.809 -68.689 -68.578 -68.492 -68.43 -68.393 -68.381 -68.393 -68.416 -68.438 -68.461 -68.484 -68.507 -68.531 -68.557
-74 -73.901 -73.794 -73.672 -73.533 -73.374 -73.194 -72.995 -72.783 -72.555 -72.317 -72.075 -71.834 -71.606 -71.39 -71.186 -70.993 -70.809 -70.634 -70.469 -70.321 -70.189 -70.075 -69.978 -69.899 -69.833 -69.773 -69.715 -69.66 -69.609 -69.564 -69.522 -69.48 -69.439 -69.399 -69.361 -69.325 -69.298 -69.284 -69.283 -69.293 -69.313 -69.345 -69.38 -69.41 -69.437 -69.459 -69.478 -69.493 -69.503 -69.498 -69.474 -69.431 -69.373 -69.3 -69.218 -69.127 -69.027 -68.919 -68.807 -68.688 -68.578 -68.491 -68.426 -68.385 -68.367 -68.371 -68.388 -68.406 -68.424 -68.442 -68.46 -68.478
-74 -73.899 -73.772 -73.624 -73.458 -73.273 -73.063 -72.818 -72.546 -72.254 -71.945 -71.631 -71.321 -71.02 -70.723 -70.424 -70.127 -69.831 -69.532 -69.236 -68.951 -68.681 -68.425 -68.18 -67.943 -67.714 -67.49 -67.274 -67.068 -66.873 -66.682 -66.489 -66.286 -66.065 -65.818 -65.539 -65.241 -64.944 -64.652 -64.369 -64.092 -63.827 -63.579 -63.348 -63.144 -62.974 -62.837 -62.731 -62.655 -62.607 -62.582 -62.577 -62.587 -62.611 -62.645 -62.686 -62.732 -62.782 -62.837 -62.896 -62.961 -63.031 -63.105 -63.179 -63.255 -63.333 -63.414 -63.497 -63.582 -63.666 -63.747 -63.826 -63.902
-74 -73.907 -73.791 -73.653 -73.498 -73.325 -73.132 -72.912 -72.664 -72.394 -72.109 -71.808 -71.496 -71.192 -70.895 -70.6 -70.303 -70.006 -69.708 -69.408 -69.111 -68.825 -68.554 -68.295 -68.046 -67.805 -67.568 -67.336 -67.115 -66.909 -66.711 -66.515 -66.312 -66.094 -65.853 -65.581 -65.292 -65.004 -64.715 -64.429 -64.149 -63.877 -63.617 -63.372 -63.144 -62.943 -62.775 -62.64 -62.536 -62.462 -62.416 -62.392 -62.387 -62.393 -62.41 -62.433 -62.463 -62.498 -62.541 -62.591 -62.649 -62.715 -62.79 -62.869 -62.948 -63.028 -63.109 -63.193 -63.277 -63.36 -63.434 -63.499 -63.555
-74 -73.916 -73.809 -73.681 -73.537 -73.377 -73.2 -73.001 -72.779 -72.532 -72.265 -71.989 -71.697 -71.393 -71.094 -70.801 -70.509 -70.213 -69.917 -69.617 -69.316 -69.019 -68.732 -68.458 -68.196 -67.943 -67.697 -67.454 -67.218 -66.998 -66.79 -66.589 -66.387 -66.174 -65.942 -65.683 -65.404 -65.122 -64.84 -64.556 -64.273 -63.993 -63.722 -63.463 -63.218 -62.989 -62.785 -62.616 -62.479 -62.375 -62.3 -62.252 -62.227 -62.219 -62.224 -62.241 -62.267 -62.301 -62.342 -62.394 -62.455 -62.527 -62.608 -62.699 -62.793 -62.884 -62.973 -63.061 -63.147 -63.23 -63.305 -63.365 -63.41
-74 -73.924 -73.826 -73.707 -73.573 -73.424 -73.257 -73.07 -72.862 -72.631 -72.376 -72.107 -71.824 -71.53 -71.231 -70.938 -70.649 -70.358 -70.063 -69.765 -69.462 -69.159 -68.861 -68.571 -68.294 -68.027 -67.768 -67.513 -67.262 -67.026 -66.808 -66.599 -66.391 -66.177 -65.946 -65.689 -65.419 -65.148 -64.878 -64.605 -64.327 -64.047 -63.77 -63.5 -63.24 -62.992 -62.762 -62.567 -62.414 -62.298 -62.214 -62.157 -62.124 -62.11 -62.11 -62.123 -62.146 -62.179 -62.22 -62.269 -62.325 -62.389 -62.459 -62.533 -62.61 -62.687 -62.761 -62.83 -62.891 -62.937 -62.964 -62.968 -62.941
-74 -73.933 -73.843 -73.733 -73.607 -73.466 -73.305 -73.123 -72.919 -72.695 -72.449 -72.184 -71.909 -71.628 -71.335 -71.044 -70.758 -70.472 -70.183 -69.888 -69.588 -69.284 -68.981 -68.682 -68.389 -68.107 -67.834 -67.566 -67.303 -67.053 -66.823 -66.606 -66.394 -66.178 -65.947 -65.695 -65.433 -65.174 -64.913 -64.65 -64.382 -64.106 -63.824 -63.545 -63.273 -63.021 -62.798 -62.602 -62.44 -62.316 -62.223 -62.157 -62.115 -62.094 -62.089 -62.096 -62.113 -62.139 -62.172 -62.211 -62.255 -62.305 -62.358 -62.415 -62.473 -62.528 -62.574 -62.602 -62.609 -62.589 -62.538 -62.451 -62.335
-74 -73.941 -73.86 -73.759 -73.641 -73.506 -73.351 -73.173 -72.973 -72.752 -72.512 -72.254 -71.983 -71.711 -71.434 -71.149 -70.866 -70.586 -70.304 -70.016 -69.72 -69.417 -69.113 -68.811 -68.509 -68.212 -67.925 -67.644 -67.367 -67.105 -66.864 -66.639 -66.422 -66.204 -65.975 -65.729 -65.476 -65.226 -64.976 -64.722 -64.463 -64.197 -63.92 -63.636 -63.364 -63.12 -62.902 -62.71 -62.542 -62.404 -62.3 -62.224 -62.172 -62.142 -62.131 -62.134 -62.147 -62.168 -62.196 -62.23 -62.272 -62.32 -62.37 -62.418 -62.463 -62.502 -62.534 -62.553 -62.547 -62.519 -62.468 -62.391 -62.284
-74 -73.907 -73.757 -73.554 -73.309 -73.033 -72.738 -72.428 -72.109 -71.786 -71.471 -71.17 -70.883 -70.611 -70.35 -70.093 -69.835 -69.577 -69.315 -69.046 -68.77 -68.493 -68.211 -67.924 -67.627 -67.323 -67.033 -66.776 -66.546 -66.336 -66.134 -65.931 -65.72 -65.511 -65.31 -65.112 -64.909 -64.697 -64.475 -64.243 -64.006 -63.771 -63.546 -63.342 -63.163 -63.008 -62.877 -62.766 -62.673 -62.592 -62.528 -62.481 -62.453 -62.444 -62.456 -62.488 -62.533 -62.583 -62.635 -62.691 -62.75 -62.813 -62.88 -62.949 -63.017 -63.082 -63.146 -63.209 -63.26 -63.285 -63.285 -63.262 -63.218
-74 -73.903 -73.751 -73.547 -73.296 -73.014 -72.714 -72.399 -72.066 -71.724 -71.391 -71.074 -70.771 -70.484 -70.212 -69.953 -69.701 -69.455 -69.209 -68.958 -68.698 -68.429 -68.156 -67.877 -67.59 -67.298 -67.016 -66.76 -66.532 -66.326 -66.133 -65.943 -65.746 -65.551 -65.366 -65.186 -65.003 -64.812 -64.608 -64.393 -64.172 -63.95 -63.735 -63.533 -63.35 -63.192 -63.059 -62.947 -62.856 -62.779 -62.715 -62.662 -62.623 -62.6 -62.596 -62.612 -62.648 -62.697 -62.753 -62.814 -62.88 -62.952 -63.029 -63.114 -63.206 -63.299 -63.387 -63.472 -63.553 -63.618 -63.655 -63.666 -63.653
-74 -73.898 -73.748 -73.546 -73.294 -73.009 -72.705 -72.386 -72.048 -71.689 -71.332 -70.99 -70.664 -70.354 -70.06 -69.787 -69.534 -69.292 -69.055 -68.817 -68.571 -68.313 -68.044 -67.769 -67.485 -67.201 -66.932 -66.687 -66.468 -66.271 -66.088 -65.911 -65.731 -65.554 -65.387 -65.227 -65.066 -64.901 -64.724 -64.531 -64.328 -64.126 -63.929 -63.742 -63.572 -63.425 -63.302 -63.201 -63.118 -63.053 -62.995 -62.938 -62.887 -62.85 -62.831 -62.831 -62.853 -62.9 -62.964 -63.034 -63.111 -63.197 -63.296 -63.41 -63.536 -63.663 -63.786 -63.904 -64.016 -64.121 -64.205 -64.257 -64.28
-74 -73.894 -73.745 -73.551 -73.305 -73.02 -72.714 -72.391 -72.05 -71.689 -71.314 -70.944 -70.591 -70.255 -69.936 -69.642 -69.38 -69.141 -68.912 -68.685 -68.454 -68.214 -67.957 -67.685 -67.408 -67.135 -66.878 -66.644 -66.436 -66.25 -66.081 -65.918 -65.757 -65.597 -65.446 -65.306 -65.169 -65.03 -64.883 -64.722 -64.544 -64.359 -64.178 -64.005 -63.845 -63.706 -63.591 -63.501 -63.431 -63.377 -63.33 -63.281 -63.231 -63.187 -63.156 -63.143 -63.15 -63.18 -63.237 -63.311 -63.394 -63.488 -63.592 -63.71 -63.845 -63.992 -64.143 -64.292 -64.435 -64.571 -64.699 -64.8 -64.861
-74 -73.889 -73.741 -73.554 -73.323 -73.048 -72.741 -72.415 -72.073 -71.711 -71.337 -70.953 -70.572 -70.209 -69.863 -69.545 -69.263 -69.018 -68.795 -68.58 -68.365 -68.144 -67.91 -67.655 -67.386 -67.122 -66.874 -66.647 -66.446 -66.27 -66.114 -65.968 -65.823 -65.679 -65.539 -65.412 -65.296 -65.182 -65.064 -64.935 -64.789 -64.626 -64.458 -64.297 -64.146 -64.01 -63.896 -63.807 -63.742 -63.691 -63.645 -63.596 -63.543 -63.486 -63.435 -63.401 -63.386 -63.393 -63.426 -63.487 -63.569 -63.656 -63.75 -63.853 -63.972 -64.103 -64.239 -64.371 -64.497 -64.618 -64.733 -64.839 -64.918
-74 -73.884 -73.736 -73.556 -73.337 -73.081 -72.786 -72.46 -72.117 -71.756 -71.383 -71.003 -70.611 -70.221 -69.849 -69.504 -69.198 -68.931 -68.703 -68.499 -68.299 -68.097 -67.886 -67.657 -67.408 -67.153 -66.912 -66.691 -66.493 -66.321 -66.174 -66.044 -65.916 -65.785 -65.656 -65.536 -65.431 -65.339 -65.248 -65.149 -65.034 -64.902 -64.754 -64.603 -64.46 -64.329 -64.215 -64.122 -64.054 -64.006 -63.961 -63.911 -63.856 -63.795 -63.728 -63.667 -63.626 -63.606 -63.611 -63.643 -63.708 -63.793 -63.887 -63.998 -64.128 -64.271 -64.425 -64.585 -64.741 -64.889 -65.029 -65.158 -65.275
-74 -73.891 -73.739 -73.569 -73.377 -73.16 -72.912 -72.628 -72.319 -71.996 -71.657 -71.306 -70.945 -70.571 -70.197 -69.842 -69.516 -69.229 -68.978 -68.764 -68.572 -68.383 -68.192 -67.99 -67.771 -67.53 -67.281 -67.041 -66.818 -66.615 -66.436 -66.282 -66.145 -66.014 -65.882 -65.751 -65.628 -65.52 -65.425 -65.33 -65.231 -65.118 -64.985 -64.836 -64.681 -64.532 -64.393 -64.269 -64.164 -64.082 -64.022 -63.974 -63.93 -63.88 -63.823 -63.761 -63.702 -63.659 -63.636 -63.636 -63.661 -63.715 -63.788 -63.87 -63.964 -64.075 -64.203 -64.349 -64.506 -64.654 -64.789 -64.91 -65.016
-74 -73.907 -73.767 -73.604 -73.424 -73.224 -72.999 -72.745 -72.459 -72.15 -71.827 -71.489 -71.142 -70.783 -70.409 -70.035 -69.685 -69.37 -69.094 -68.856 -68.655 -68.475 -68.298 -68.116 -67.922 -67.709 -67.476 -67.237 -67.008 -66.797 -66.606 -66.439 -66.297 -66.171 -66.048 -65.921 -65.798 -65.684 -65.588 -65.505 -65.423 -65.333 -65.228 -65.103 -64.961 -64.814 -64.673 -64.542 -64.426 -64.327 -64.251 -64.194 -64.148 -64.103 -64.05 -63.99 -63.921 -63.856 -63.808 -63.78 -63.776 -63.797 -63.848 -63.919 -63.997 -64.089 -64.196 -64.321 -64.463 -64.616 -64.769 -64.911 -65.036
-74 -73.923 -73.802 -73.653 -73.484 -73.299 -73.094 -72.866 -72.607 -72.321 -72.015 -71.695 -71.361 -71.018 -70.662 -70.289 -69.915 -69.57 -69.265 -69 -68.773 -68.583 -68.415 -68.248 -68.074 -67.888 -67.681 -67.456 -67.225 -67.005 -66.803 -66.622 -66.464 -66.331 -66.213 -66.094 -65.972 -65.855 -65.749 -65.663 -65.591 -65.519 -65.438 -65.339 -65.221 -65.086 -64.945 -64.811 -64.686 -64.575 -64.481 -64.408 -64.353 -64.308 -64.261 -64.206 -64.141 -64.068 -63.997 -63.944 -63.911 -63.902 -63.92 -63.967 -64.035 -64.11 -64.197 -64.3 -64.42 -64.557 -64.705 -64.854 -64.99
-74 -73.939 -73.836 -73.705 -73.552 -73.381 -73.195 -72.99 -72.76 -72.502 -72.219 -71.918 -71.602 -71.274 -70.934 -70.58 -70.208 -69.837 -69.5 -69.203 -68.947 -68.729 -68.55 -68.392 -68.233 -68.068 -67.887 -67.686 -67.467 -67.243 -67.03 -66.834 -66.66 -66.51 -66.384 -66.271 -66.154 -66.036 -65.923 -65.824 -65.747 -65.684 -65.622 -65.549 -65.457 -65.345 -65.217 -65.082 -64.953 -64.834 -64.727 -64.636 -64.566 -64.512 -64.466 -64.418 -64.36 -64.291 -64.212 -64.136 -64.077 -64.04 -64.026 -64.039 -64.084 -64.147 -64.218 -64.3 -64.399 -64.513 -64.645 -64.788 -64.923
-74 -73.955 -73.87 -73.758 -73.624 -73.471 -73.301 -73.116 -72.912 -72.683 -72.427 -72.15 -71.855 -71.544 -71.219 -70.883 -70.531 -70.159 -69.791 -69.46 -69.171 -68.922 -68.712 -68.541 -68.392 -68.241 -68.083 -67.907 -67.71 -67.496 -67.277 -67.07 -66.88 -66.71 -66.565 -66.444 -66.334 -66.218 -66.102 -65.994 -65.9 -65.83 -65.777 -65.723 -65.658 -65.571 -65.466 -65.344 -65.216 -65.093 -64.979 -64.878 -64.792 -64.724 -64.673 -64.626 -64.575 -64.513 -64.439 -64.353 -64.27 -64.205 -64.162 -64.145 -64.155 -64.197 -64.258 -64.326 -64.406 -64.501 -64.614 -64.745 -64.887
-74 -73.971 -73.903 -73.81 -73.696 -73.564 -73.413 -73.247 -73.066 -72.864 -72.638 -72.386 -72.116 -71.827 -71.521 -71.2 -70.866 -70.515 -70.143 -69.777 -69.45 -69.166 -68.922 -68.719 -68.555 -68.412 -68.268 -68.115 -67.944 -67.75 -67.539 -67.325 -67.121 -66.934 -66.767 -66.625 -66.507 -66.4 -66.287 -66.177 -66.076 -65.992 -65.932 -65.889 -65.844 -65.787 -65.708 -65.608 -65.488 -65.36 -65.236 -65.119 -65.012 -64.918 -64.841 -64.777 -64.721 -64.673 -64.621 -64.557 -64.479 -64.401 -64.336 -64.29 -64.266 -64.267 -64.297 -64.345 -64.398 -64.46 -64.533 -64.617 -64.712
-74 -73.996 -73.975 -73.937 -73.875 -73.784 -73.654 -73.489 -73.3 -73.097 -72.875 -72.631 -72.358 -72.056 -71.737 -71.412 -71.082 -70.746 -70.399 -70.038 -69.677 -69.344 -69.049 -68.79 -68.567 -68.379 -68.211 -68.044 -67.871 -67.686 -67.482 -67.26 -67.033 -66.819 -66.621 -66.443 -66.287 -66.154 -66.035 -65.917 -65.795 -65.676 -65.565 -65.469 -65.384 -65.298 -65.204 -65.095 -64.965 -64.817 -64.663 -64.514 -64.377 -64.253 -64.148 -64.066 -64.005 -63.959 -63.922 -63.881 -63.834 -63.78 -63.728 -63.689 -63.668 -63.666 -63.689 -63.739 -63.807 -63.883 -63.97 -64.07 -64.183
-74 -74.012 -74.006 -73.982 -73.941 -73.876 -73.782 -73.648 -73.479 -73.287 -73.079 -72.854 -72.606 -72.331 -72.027 -71.704 -71.377 -71.047 -70.71 -70.365 -70.005 -69.645 -69.312 -69.017 -68.758 -68.534 -68.344 -68.175 -68.007 -67.833 -67.647 -67.443 -67.22 -66.994 -66.78 -66.583 -66.405 -66.249 -66.115 -65.995 -65.877 -65.755 -65.635 -65.523 -65.425 -65.337 -65.248 -65.151 -65.039 -64.906 -64.755 -64.598 -64.447 -64.307 -64.18 -64.073 -63.989 -63.927 -63.881 -63.845 -63.807 -63.764 -63.715 -63.667 -63.631 -63.612 -63.613 -63.637 -63.687 -63.756 -63.832 -63.919 -64.018
-74 -74.028 -74.038 -74.03 -74.003 -73.959 -73.892 -73.796 -73.659 -73.487 -73.291 -73.081 -72.853 -72.603 -72.326 -72.019 -71.694 -71.365 -71.033 -70.696 -70.35 -69.99 -69.63 -69.298 -69.002 -68.741 -68.515 -68.324 -68.153 -67.983 -67.807 -67.62 -67.415 -67.192 -66.965 -66.751 -66.553 -66.375 -66.219 -66.084 -65.964 -65.845 -65.723 -65.602 -65.489 -65.389 -65.3 -65.208 -65.109 -64.995 -64.86 -64.707 -64.548 -64.396 -64.253 -64.126 -64.018 -63.934 -63.872 -63.827 -63.791 -63.755 -63.714 -63.667 -63.621 -63.588 -63.571 -63.574 -63.599 -63.651 -63.72 -63.798 -63.886
-74 -74.044 -74.07 -74.079 -74.068 -74.039 -73.994 -73.925 -73.826 -73.687 -73.512 -73.314 -73.102 -72.872 -72.621 -72.343 -72.034 -71.706 -71.374 -71.04 -70.701 -70.354 -69.993 -69.633 -69.299 -69 -68.737 -68.509 -68.316 -68.143 -67.971 -67.794 -67.605 -67.398 -67.174 -66.947 -66.731 -66.533 -66.354 -66.197 -66.062 -65.941 -65.822 -65.7 -65.578 -65.464 -65.363 -65.272 -65.179 -65.079 -64.963 -64.827 -64.673 -64.512 -64.359 -64.216 -64.088 -63.98 -63.896 -63.835 -63.791 -63.756 -63.721 -63.68 -63.634 -63.59 -63.558 -63.542 -63.546 -63.572 -63.625 -63.697 -63.776
-74 -74.06 -74.102 -74.128 -74.135 -74.122 -74.091 -74.044 -73.973 -73.874 -73.732 -73.555 -73.356 -73.142 -72.911 -72.659 -72.381 -72.071 -71.739 -71.405 -71.068 -70.726 -70.377 -70.015 -69.653 -69.317 -69.015 -68.749 -68.517 -68.321 -68.145 -67.971 -67.791 -67.6 -67.392 -67.166 -66.937 -66.72 -66.52 -66.341 -66.183 -66.046 -65.925 -65.805 -65.682 -65.56 -65.445 -65.343 -65.251 -65.157 -65.055 -64.938 -64.801 -64.646 -64.485 -64.331 -64.187 -64.059 -63.952 -63.868 -63.808 -63.765 -63.732 -63.696 -63.655 -63.61 -63.566 -63.534 -63.52 -63.524 -63.552 -63.606 -63.679
-74 -74.076 -74.134 -74.176 -74.201 -74.207 -74.192 -74.16 -74.111 -74.039 -73.939 -73.796 -73.618 -73.418 -73.204 -72.973 -72.721 -72.443 -72.132 -71.797 -71.459 -71.118 -70.774 -70.422 -70.057 -69.694 -69.354 -69.048 -68.777 -68.542 -68.342 -68.162 -67.984 -67.801 -67.607 -67.397 -67.168 -66.936 -66.716 -66.515 -66.333 -66.173 -66.036 -65.913 -65.792 -65.668 -65.545 -65.428 -65.325 -65.231 -65.135 -65.032 -64.913 -64.775 -64.619 -64.457 -64.302 -64.159 -64.03 -63.923 -63.84 -63.781 -63.739 -63.706 -63.67 -63.629 -63.583 -63.539 -63.509 -63.495 -63.501 -63.53 -63.585
-74 -74.083 -74.166 -74.233 -74.28 -74.308 -74.314 -74.3 -74.267 -74.219 -74.148 -74.05 -73.912 -73.738 -73.542 -73.331 -73.104 -72.855 -72.581 -72.273 -71.939 -71.598 -71.252 -70.902 -70.545 -70.176 -69.808 -69.461 -69.147 -68.869 -68.627 -68.421 -68.235 -68.051 -67.864 -67.666 -67.451 -67.218 -66.98 -66.755 -66.548 -66.362 -66.198 -66.057 -65.931 -65.808 -65.683 -65.557 -65.439 -65.334 -65.238 -65.141 -65.037 -64.918 -64.78 -64.624 -64.462 -64.307 -64.164 -64.036 -63.929 -63.847 -63.789 -63.747 -63.711 -63.672 -63.629 -63.58 -63.535 -63.503 -63.489 -63.495 -63.525
